run,type,sandbox_idle_timeout_s,ablate,sandbox_cold_start_s,rate_per_min,think_snr,policy,seed,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.9_seed=10,reactive_gate,0,,3.0,2.0,0.9,reactive_gate,10,699,598,5,0.008291873963515755,0.03759398496240601,598,238.7624922702787,1954.2138124811281,46.97184456707632,600.0000000000005,0,129,2,0,0,0.002972316684042502,0.2676020104467434,1235319775.1505685,0.0,0,0.0,0.0,0.0,0.0,259,17,0.565567778767096,0.5720367209888811,0.7555616716240936,0.32100924475134857,326.1818181818182,0.26
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=1,reactive_gate,0,,30.0,2.0,0.0,reactive_gate,1,652,551,1,0.0018115942028985507,0.006329113924050633,551,218.1705980607485,1312.4837797484624,36.580509020872825,600.0000000000005,0,82,2,0,0,0.001239619050211993,0.27978121486226504,2511425946.3858094,0.0,0,0.0,0.0,0.0,0.0,294,60,0.654449324191607,0.6559190169720281,0.6973469603405854,0.3575190837251047,300.54545454545456,0.23
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=2,reactive_gate,0,,30.0,2.0,0.0,reactive_gate,2,734,587,6,0.01011804384485666,0.0410958904109589,587,313.55825167711646,2263.2644165932384,37.361515199675004,600.0000000000005,0,216,5,0,0,0.005347348184474734,0.2530027845448323,1530267267.846598,0.0,0,0.0,0.0,0.0,0.0,248,34,0.5115266629985726,0.5179266537162094,0.703636476677836,0.3862638840256572,320.1818181818182,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=3,reactive_gate,0,,30.0,2.0,0.0,reactive_gate,3,806,613,16,0.025437201907790145,0.08982035928143713,613,155.77225405688068,2276.237770197926,41.626349333725706,600.0000000000005,0,359,0,0,0,0.003432128980775217,0.358973108628245,2964733847.723453,0.0,0,0.0,0.0,0.0,0.0,258,30,0.4489619111289708,0.46606472566594487,0.6692340938107032,0.3483056515170324,334.3636363636364,0.27
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=4,reactive_gate,0,,30.0,2.0,0.0,reactive_gate,4,748,629,4,0.00631911532385466,0.023809523809523808,629,159.48186026220355,2030.1975116723495,21.046532172563623,600.0,0,100,6,0,0,0.009296793149513104,0.25147936770812185,2390344087.1819453,0.0,0,0.0,0.0,0.0,0.0,252,38,0.6595366790880701,0.664448855460953,0.6860328754289692,0.3878200689139422,343.0909090909091,0.22
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=5,reactive_gate,0,,30.0,2.0,0.0,reactive_gate,5,1019,796,31,0.037484885126964934,0.13452914798206278,796,187.97203466193866,3191.220966090005,41.61305028003121,600.0000000000005,0,840,0,0,0,0.01093887354890651,0.19790080516233596,2185716095.0537705,0.0,0,0.0,0.0,0.0,0.0,299,6,0.42910990706997687,0.4510644386216683,0.8316047186933437,0.43633609355457925,434.1818181818182,0.37
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=6,reactive_gate,0,,30.0,2.0,0.0,reactive_gate,6,637,512,12,0.022900763358778626,0.08,512,401.05837899952087,3027.3681873357823,22.44745387303521,600.0000000000005,0,307,0,0,0,0.007436231480847403,0.36532048712258686,3115491994.4401407,0.0,0,0.0,0.0,0.0,0.0,254,28,0.5166250019531902,0.5329326525994571,0.6230386707014051,0.35621666466669016,279.2727272727273,0.22
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=7,reactive_gate,0,,30.0,2.0,0.0,reactive_gate,7,798,632,7,0.010954616588419406,0.02843601895734597,632,220.6373749532671,2031.9679636567573,30.664047771922267,600.0000000000005,0,313,3,0,0,0.014962469181225862,0.3045123140205785,2050554326.2597034,0.0,0,0.0,0.0,0.0,0.0,248,27,0.5054607871347091,0.5132593484759149,0.688147977815009,0.36835519679458306,344.72727272727275,0.26
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=8,reactive_gate,0,,30.0,2.0,0.0,reactive_gate,8,881,704,12,0.01675977653631285,0.06111111111111111,704,239.63919432802209,3202.604888036074,17.991294720421024,600.0000000000005,0,461,0,0,0,0.0075274903263419,0.36077376225497165,3386807037.188717,0.0,0,0.0,0.0,0.0,0.0,295,12,0.4855426805214016,0.49620405614190216,0.7180851058704028,0.39784221835137124,384.0,0.28
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=9,reactive_gate,0,,30.0,2.0,0.0,reactive_gate,9,855,663,22,0.032116788321167884,0.11764705882352941,663,366.19294406412814,2622.630845037459,29.474198164068934,600.0000000000005,0,487,0,0,0,0.005135225565887061,0.2852533514947186,2596777429.0542326,0.0,0,0.0,0.0,0.0,0.0,279,22,0.4536333398009124,0.4735483088195072,0.7446802070828478,0.39049283719681793,361.6363636363636,0.3
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=10,reactive_gate,0,,30.0,2.0,0.0,reactive_gate,10,714,609,3,0.004901960784313725,0.021897810218978103,609,247.06287001798728,2026.9616065412408,33.98354497502086,600.0000000000005,0,108,0,0,0,0.002784396949117952,0.21666447935068942,2019015014.4276986,0.0,0,0.0,0.0,0.0,0.0,240,25,0.6218536193974961,0.6255809794742985,0.7143643467406436,0.41197023418117024,332.1818181818182,0.23
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=1,reactive_gate,0,,30.0,2.0,0.9,reactive_gate,1,631,523,2,0.0038095238095238095,0.006622516556291391,523,296.9255022346442,1718.0666250641536,32.36691634754812,600.0000000000005,0,122,4,0,0,0.00729151925656377,0.27609254714394077,2397736813.2758403,0.0,0,0.0,0.0,0.0,0.0,306,43,0.6026035539168797,0.6035287062284355,0.7044855598776224,0.3532468798894396,285.2727272727273,0.23
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=2,reactive_gate,0,,30.0,2.0,0.9,reactive_gate,2,735,572,6,0.010380622837370242,0.04225352112676056,572,310.79011754426665,2211.6444621944474,27.843360206346656,600.0000000000005,0,262,2,0,0,0.005169902000559276,0.3005111518083446,1576324858.717782,0.0,0,0.0,0.0,0.0,0.0,262,25,0.48362011469613525,0.488668727892839,0.7111095658548627,0.37837223598877506,312.0,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=3,reactive_gate,0,,30.0,2.0,0.9,reactive_gate,3,787,594,15,0.024630541871921183,0.08641975308641975,594,140.49518579478718,2269.9444298266526,43.35188353957132,600.0000000000005,0,370,2,0,0,0.005429315233844653,0.3950983661252568,3314736143.027596,0.0,0,0.0,0.0,0.0,0.0,242,29,0.4532445324945559,0.4667514365092666,0.6323265617229992,0.33227171042670645,324.0,0.26
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=4,reactive_gate,0,,30.0,2.0,0.9,reactive_gate,4,795,672,3,0.0044444444444444444,0.017241379310344827,672,139.54136206579972,1978.3856152792882,16.919017208240568,600.0000000000005,0,133,1,0,0,0.00450047945314044,0.2743984863875014,3194869627.7914042,0.0,0,0.0,0.0,0.0,0.0,221,43,0.6270568704905745,0.6298700936502938,0.6503743102782634,0.3889530537295252,366.54545454545456,0.22
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=5,reactive_gate,0,,30.0,2.0,0.9,reactive_gate,5,972,734,33,0.04302477183833116,0.14285714285714285,734,144.0578612633592,3684.5438447673823,44.57280835263608,600.0000000000005,0,912,4,0,0,0.022843559443951694,0.27342390864659305,2707200391.939457,0.0,0,0.0,0.0,0.0,0.0,262,8,0.40275354170912103,0.4243572601473902,0.7645386374522468,0.39881997758847926,400.3636363636364,0.35
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=6,reactive_gate,0,,30.0,2.0,0.9,reactive_gate,6,664,521,13,0.024344569288389514,0.08783783783783784,521,324.27800826327257,3262.0851790278784,24.74010644123814,600.0000000000005,0,388,2,0,0,0.009000548604513424,0.3993603333412143,3378008006.7768784,0.0,0,0.0,0.0,0.0,0.0,242,33,0.47524039851408545,0.49360976158066106,0.5966126724941725,0.3507871769599222,284.1818181818182,0.22
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=7,reactive_gate,0,,30.0,2.0,0.9,reactive_gate,7,799,634,9,0.013996889580093312,0.04326923076923077,634,219.98814478725433,2027.8333550528491,22.043088279097066,600.0000000000005,0,334,3,0,0,0.01482026593885204,0.3039970253888249,2385337036.165772,0.0,0,0.0,0.0,0.0,0.0,235,29,0.5159263382661984,0.5254746123015923,0.6558466504953381,0.3650353869017245,345.8181818181818,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=8,reactive_gate,0,,30.0,2.0,0.9,reactive_gate,8,864,666,15,0.022026431718061675,0.08187134502923976,666,209.03150759543587,3379.319965818002,25.910093969946452,600.0000000000005,0,486,1,0,0,0.006343890502034577,0.41261901564335307,3703558551.575523,0.0,0,0.0,0.0,0.0,0.0,284,16,0.4698658285832118,0.4842160130511148,0.6899420456164207,0.36541683498327315,363.2727272727273,0.27
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=9,reactive_gate,0,,30.0,2.0,0.9,reactive_gate,9,877,664,21,0.030656934306569343,0.11413043478260869,664,358.375813496055,3081.9914395361434,47.11385830268637,600.0000000000005,0,609,1,0,0,0.008437506260484876,0.3064638898773681,1530130279.2442043,0.0,0,0.0,0.0,0.0,0.0,299,8,0.42074168894001074,0.4364014015872879,0.7894101833802772,0.33888684365940686,362.1818181818182,0.33
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=10,reactive_gate,0,,30.0,2.0,0.9,reactive_gate,10,693,591,5,0.008389261744966443,0.03787878787878788,591,256.056815030739,2104.755565000277,42.64821697939479,600.0000000000002,0,134,3,0,0,0.005468814174134306,0.23606584175007672,1571933964.973719,0.0,0,0.0,0.0,0.0,0.0,257,15,0.60738960080035,0.6133428572947325,0.7267020904882154,0.38804917344445844,322.3636363636364,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=1,reactive_gate,0,,90.0,2.0,0.0,reactive_gate,1,639,534,1,0.001869158878504673,0.006493506493506494,534,253.0541832884444,1425.151512735688,25.177931400187614,600.0,0,114,1,0,0,0.002810013731843359,0.2313508544312265,3916491606.396086,0.0,0,0.0,0.0,0.0,0.0,297,44,0.6829788641755185,0.6844547314446,0.6316068177002395,0.4656892136947434,291.2727272727273,0.2
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=2,reactive_gate,0,,90.0,2.0,0.0,reactive_gate,2,698,527,9,0.016791044776119403,0.0661764705882353,527,352.2517068689922,2128.9372313697445,21.738023733020864,600.0000000000005,0,292,1,0,0,0.008713062414615046,0.22384911397919321,2919637680.8068576,0.0,0,0.0,0.0,0.0,0.0,243,26,0.5083480256715918,0.5161803129986906,0.6139966341783217,0.4782439046510144,287.45454545454544,0.22
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=3,reactive_gate,0,,90.0,2.0,0.0,reactive_gate,3,779,589,17,0.028052805280528052,0.10559006211180125,589,178.1443752024452,2353.018725092543,9.3976904140427,600.0000000000005,0,425,0,0,0,0.0052914228890196145,0.31569565761858487,4405482305.780341,0.0,0,0.0,0.0,0.0,0.0,260,26,0.4780391021429188,0.4981650308023362,0.5989279747515217,0.4519797193070093,321.2727272727273,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=4,reactive_gate,0,,90.0,2.0,0.0,reactive_gate,4,721,602,5,0.008237232289950576,0.030303030303030304,602,233.07887287583821,2097.106718800797,12.404960108332956,600.0000000000005,0,128,0,0,0,0.00939166270143262,0.21174794956533752,3915160654.75497,0.0,0,0.0,0.0,0.0,0.0,241,17,0.6699900089197584,0.6759288175461329,0.6065956645865709,0.4791250038399974,328.3636363636364,0.2
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=5,reactive_gate,0,,90.0,2.0,0.0,reactive_gate,5,1000,769,29,0.03634085213032581,0.12962962962962962,769,168.23470961900625,3641.9677029007844,36.16359191666106,600.0000000000005,0,885,1,0,0,0.010694666878978968,0.16202913102444222,3427541067.5877433,0.0,0,0.0,0.0,0.0,0.0,302,2,0.4397054597040712,0.4603505306160794,0.7620921633198977,0.5178703332753528,419.4545454545455,0.34
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=6,reactive_gate,0,,90.0,2.0,0.0,reactive_gate,6,610,476,12,0.02459016393442623,0.08333333333333333,476,395.80200914817453,3063.7742234694324,14.213972961153335,600.0000000000005,0,356,0,0,0,0.008069666727003771,0.3199190164099407,4378461587.740251,0.0,0,0.0,0.0,0.0,0.0,256,26,0.5257569449553178,0.5445254449610158,0.5669296254492036,0.43493632736468013,259.6363636363636,0.21
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=7,reactive_gate,0,,90.0,2.0,0.0,reactive_gate,7,769,585,9,0.015151515151515152,0.045454545454545456,585,265.0906772184144,2092.216791663702,15.259224801746242,600.0000000000005,0,392,0,0,0,0.004903002389212569,0.23984813273688857,3417964991.4482064,0.0,0,0.0,0.0,0.0,0.0,234,19,0.5221002070206875,0.5302476503143625,0.6078382368314557,0.46476499408393557,319.0909090909091,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=8,reactive_gate,0,,90.0,2.0,0.0,reactive_gate,8,838,651,22,0.03268945022288262,0.1111111111111111,651,280.36186350207936,3395.3271615120766,17.501130406594225,600.0000000000005,0,536,0,0,0,0.005927437970596045,0.32778192920646854,4720284139.0976925,0.0,0,0.0,0.0,0.0,0.0,267,6,0.4909193815740426,0.5081265395934909,0.6298234553467367,0.4637947985121269,355.0909090909091,0.26
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=9,reactive_gate,0,,90.0,2.0,0.0,reactive_gate,9,819,625,24,0.03697996918335902,0.13043478260869565,625,453.0606477891206,3191.8476528992883,18.99241644772794,600.0000000000005,0,580,1,0,0,0.013696906697118812,0.23773439307527677,4085307741.038184,0.0,0,0.0,0.0,0.0,0.0,269,5,0.46347323937264284,0.48388659211599666,0.6511849996883903,0.4911251702973493,340.90909090909093,0.28
