run,type,sandbox_idle_timeout_s,ablate,rate_per_min,think_snr,policy,seed,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rate_per_min=2.0_think_snr=0.9_seed=1,reactive_gate,0,,2.0,0.9,reactive_gate,1,647,527,2,0.003780718336483932,0.006711409395973154,527,249.32150059660398,1832.8370095979578,43.55837683723144,600.0000000000005,0,115,3,0,0,0.007875806530508605,0.31009648434898246,1894959841.3258286,0.0,0,0.0,0.0,0.0,0.0,312,48,0.583260712190084,0.5840548363647715,0.7418350100119788,0.2947456877289926,287.45454545454544,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rate_per_min=2.0_think_snr=0.9_seed=2,reactive_gate,0,,2.0,0.9,reactive_gate,2,736,575,8,0.0137221269296741,0.05442176870748299,575,291.42857733765504,2154.6641310725113,35.00729697919198,600.0000000000005,0,255,1,0,0,0.0035497563292533037,0.33964171126361026,1422084896.9953673,0.0,0,0.0,0.0,0.0,0.0,258,32,0.4526285457685464,0.4606760141952561,0.727458926593661,0.3209552898985512,313.6363636363636,0.27
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rate_per_min=2.0_think_snr=0.9_seed=3,reactive_gate,0,,2.0,0.9,reactive_gate,3,806,623,15,0.023510971786833857,0.08333333333333333,623,136.75058210469024,1992.397350368714,44.76984898930581,600.0000000000005,0,338,0,0,0,0.0025937719209658773,0.44313533521619153,3208668532.0004888,0.0,0,0.0,0.0,0.0,0.0,244,31,0.4446611184987471,0.45955097558140656,0.6614247974658444,0.282179047256437,339.8181818181818,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rate_per_min=2.0_think_snr=0.9_seed=4,reactive_gate,0,,2.0,0.9,reactive_gate,4,816,693,4,0.005738880918220947,0.022598870056497175,693,130.20060285476802,1813.2056786096605,20.280239318764178,600.0,0,114,1,0,0,0.0034320812869014818,0.3259752068156077,2872730140.8672156,0.0,0,0.0,0.0,0.0,0.0,231,51,0.6131635712555799,0.6175844446326485,0.6901283292217043,0.3338487530610075,378.0,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rate_per_min=2.0_think_snr=0.9_seed=5,reactive_gate,0,,2.0,0.9,reactive_gate,5,1012,783,29,0.03571428571428571,0.13270142180094788,783,224.68731482958674,3642.71654840002,49.21414848512884,600.0000000000005,0,827,0,0,0,0.01504719783394652,0.28538307004491276,1908026675.7178051,0.0,0,0.0,0.0,0.0,0.0,273,11,0.40681813389305493,0.4273778772846333,0.8146651555053743,0.36722923413233066,427.0909090909091,0.36
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rate_per_min=2.0_think_snr=0.9_seed=6,reactive_gate,0,,2.0,0.9,reactive_gate,6,674,535,14,0.025500910746812388,0.09090909090909091,535,324.5085204361444,3238.5311846412756,32.04380623209385,600.0000000000005,0,374,5,0,0,0.009400079702159583,0.42283975291154346,2526102816.610888,0.0,0,0.0,0.0,0.0,0.0,242,40,0.4699229137159581,0.48732520914125915,0.6406779637561514,0.3159160821334681,291.8181818181818,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rate_per_min=2.0_think_snr=0.9_seed=7,reactive_gate,0,,2.0,0.9,reactive_gate,7,825,677,8,0.01167883211678832,0.03669724770642202,677,209.74126253107488,1977.940989935201,23.286291296518385,600.0000000000005,0,283,3,0,0,0.012801266015693242,0.32970372828671934,1718432133.5087912,0.0,0,0.0,0.0,0.0,0.0,245,30,0.5172072842320877,0.5260951826413204,0.6999727139342139,0.3207437225623996,369.2727272727273,0.26
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rate_per_min=2.0_think_snr=0.9_seed=8,reactive_gate,0,,2.0,0.9,reactive_gate,8,881,689,11,0.015714285714285715,0.05952380952380952,689,216.8639663460308,2908.213804517998,34.97511582471095,600.0000000000005,0,458,0,0,0,0.007036518099240466,0.44569271263824556,3164774910.9405384,0.0,0,0.0,0.0,0.0,0.0,280,21,0.4527863983985817,0.4615927576820374,0.7210955149694056,0.3212917543605205,375.8181818181818,0.3
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rate_per_min=2.0_think_snr=0.9_seed=9,reactive_gate,0,,2.0,0.9,reactive_gate,9,879,675,20,0.02877697841726619,0.10695187165775401,675,304.73456151864593,3133.227958827753,48.50417351619217,600.0000000000005,0,600,1,0,0,0.005488741514113491,0.3399909191735458,1513572610.9742885,0.0,0,0.0,0.0,0.0,0.0,292,13,0.3971224561793613,0.41487246211060474,0.8002239427447553,0.2969224104429611,368.1818181818182,0.36
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rate_per_min=2.0_think_snr=0.9_seed=10,reactive_gate,0,,2.0,0.9,reactive_gate,10,699,598,5,0.008291873963515755,0.03759398496240601,598,238.7624922702787,1954.2138124811281,46.97184456707632,600.0000000000005,0,129,2,0,0,0.002972316684042502,0.2676020104467434,1235319775.1505685,0.0,0,0.0,0.0,0.0,0.0,259,17,0.565567778767096,0.5720367209888811,0.7555616716240936,0.32100924475134857,326.1818181818182,0.26
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.0_seed=1,reactive_gate,0,vtfq,2.0,0.0,reactive_gate,1,659,558,1,0.0017889087656529517,0.006289308176100629,558,206.5662561790976,1477.7004968829347,37.90464530480544,600.0000000000005,0,71,2,0,0,0.0009867345836209955,0.3143606853292889,2201748866.803826,0.0,0,0.0,0.0,0.0,0.0,302,74,0.6476137050680907,0.6490825564743758,0.7271745806542994,0.2979102121912399,304.3636363636364,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.0_seed=2,reactive_gate,0,vtfq,2.0,0.0,reactive_gate,2,734,574,6,0.010344827586206896,0.0425531914893617,574,284.23971850142243,2184.1441966754173,43.081982131700066,600.0,0,232,2,0,0,0.003624943299250565,0.3043504790697046,1163920457.273324,0.0,0,0.0,0.0,0.0,0.0,251,36,0.4769768789835484,0.48224235158923295,0.725466558218402,0.31582290658714324,313.0909090909091,0.26
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.0_seed=3,reactive_gate,0,vtfq,2.0,0.0,reactive_gate,3,803,607,16,0.025682182985553772,0.09316770186335403,607,156.04647232426396,2236.122744946142,48.654026882764576,600.0000000000005,0,358,2,0,0,0.003777590447737631,0.41862133430683646,2852362571.503503,0.0,0,0.0,0.0,0.0,0.0,259,28,0.42947198875809695,0.44561171526792054,0.6948616707621083,0.2814895358813595,331.0909090909091,0.29
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.0_seed=4,reactive_gate,0,vtfq,2.0,0.0,reactive_gate,4,755,640,5,0.007751937984496124,0.023121387283236993,640,120.80819599698839,1908.3519801364198,21.068664259765956,600.0,0,107,1,0,0,0.005572835985919441,0.3268358921187024,2333459665.313705,0.0,0,0.0,0.0,0.0,0.0,253,57,0.6428803448314493,0.6478210068618732,0.6997347166172948,0.3290911455288295,349.0909090909091,0.23
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.0_seed=5,reactive_gate,0,vtfq,2.0,0.0,reactive_gate,5,1025,802,28,0.033734939759036145,0.12217194570135746,802,233.52101049768146,3219.021892592091,44.71508949366199,600.0000000000005,0,787,4,0,0,0.012769333423912227,0.2610186457622327,1903286470.435836,0.0,0,0.0,0.0,0.0,0.0,302,8,0.41706489536308744,0.4370504383971805,0.862916472465035,0.35996679391743014,437.4545454545455,0.39
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.0_seed=6,reactive_gate,0,vtfq,2.0,0.0,reactive_gate,6,647,528,10,0.01858736059479554,0.06493506493506493,528,390.4556151850554,2997.944748839457,32.41619373774111,600.0000000000005,0,275,0,0,0,0.004562790420121322,0.390825010484214,2958349920.183508,0.0,0,0.0,0.0,0.0,0.0,260,31,0.5073182734014522,0.5225341543095214,0.6540890200563326,0.3162192191069291,288.0,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.0_seed=7,reactive_gate,0,vtfq,2.0,0.0,reactive_gate,7,805,640,7,0.010819165378670788,0.028846153846153848,640,206.86750353801386,2009.5105342815687,34.99679052881079,600.0,0,290,1,0,0,0.012505930482832476,0.35004523567971063,1655800206.7295787,0.0,0,0.0,0.0,0.0,0.0,239,31,0.45760801053907435,0.4633431029059079,0.7176644440559442,0.2955831766222122,349.0909090909091,0.29
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.0_seed=8,reactive_gate,0,vtfq,2.0,0.0,reactive_gate,8,892,713,11,0.015193370165745856,0.06179775280898876,713,209.33000440258138,2749.5088635110205,31.75465552803866,600.0000000000005,0,448,1,0,0,0.006078036224965268,0.4431187053981864,2942896612.8723226,0.0,0,0.0,0.0,0.0,0.0,286,19,0.45700111867376036,0.4667641307465673,0.7547195452481547,0.323457733861587,388.90909090909093,0.31
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.0_seed=9,reactive_gate,0,vtfq,2.0,0.0,reactive_gate,9,841,646,20,0.03003003003003003,0.10810810810810811,646,326.38753170440395,2893.1093523296367,31.677361276060854,600.0000000000005,0,484,3,0,0,0.008621458173857429,0.34818835170384976,1468832062.6029758,0.0,0,0.0,0.0,0.0,0.0,289,22,0.4320706916249206,0.4480109643636279,0.7858072138856514,0.31464651809399485,352.3636363636364,0.3
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.0_seed=10,reactive_gate,0,vtfq,2.0,0.0,reactive_gate,10,726,622,3,0.0048,0.02142857142857143,622,217.66440985303143,1866.708365691106,50.049290198347904,600.0000000000002,0,105,2,0,0,0.0034973556963891683,0.27263253217703004,1606784881.250985,0.0,0,0.0,0.0,0.0,0.0,246,27,0.6125470132708758,0.6163560989026715,0.7354258474043318,0.3438239071674351,339.2727272727273,0.26
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.9_seed=1,reactive_gate,0,vtfq,2.0,0.9,reactive_gate,1,647,527,2,0.003780718336483932,0.006711409395973154,527,249.32150059660398,1832.8370095979578,43.55837683723144,600.0000000000005,0,115,3,0,0,0.007875806530508605,0.31009648434898246,1894959841.3258286,0.0,0,0.0,0.0,0.0,0.0,312,48,0.583260712190084,0.5840548363647715,0.7418350100119788,0.2947456877289926,287.45454545454544,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.9_seed=2,reactive_gate,0,vtfq,2.0,0.9,reactive_gate,2,736,575,8,0.0137221269296741,0.05442176870748299,575,291.42857733765504,2154.6641310725113,35.00729697919198,600.0000000000005,0,255,1,0,0,0.0035497563292533037,0.33964171126361026,1422084896.9953673,0.0,0,0.0,0.0,0.0,0.0,258,32,0.4526285457685464,0.4606760141952561,0.727458926593661,0.3209552898985512,313.6363636363636,0.28
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.9_seed=3,reactive_gate,0,vtfq,2.0,0.9,reactive_gate,3,806,623,15,0.023510971786833857,0.08333333333333333,623,136.75058210469024,1992.397350368714,44.76984898930581,600.0000000000005,0,338,0,0,0,0.0025937719209658773,0.44313533521619153,3208668532.0004888,0.0,0,0.0,0.0,0.0,0.0,244,31,0.4446611184987471,0.45955097558140656,0.6614247974658444,0.282179047256437,339.8181818181818,0.26
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.9_seed=4,reactive_gate,0,vtfq,2.0,0.9,reactive_gate,4,816,693,4,0.005738880918220947,0.022598870056497175,693,130.20060285476802,1813.2056786096605,20.280239318764178,600.0,0,114,1,0,0,0.0034320812869014818,0.3259752068156077,2872730140.8672156,0.0,0,0.0,0.0,0.0,0.0,231,51,0.6131635712555799,0.6175844446326485,0.6901283292217043,0.3338487530610075,378.0,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.9_seed=5,reactive_gate,0,vtfq,2.0,0.9,reactive_gate,5,1012,783,29,0.03571428571428571,0.13270142180094788,783,224.68731482958674,3642.71654840002,49.21414848512884,600.0000000000005,0,827,0,0,0,0.01504719783394652,0.28538307004491276,1908026675.7178051,0.0,0,0.0,0.0,0.0,0.0,273,11,0.40681813389305493,0.4273778772846333,0.8146651555053743,0.36722923413233066,427.0909090909091,0.36
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.9_seed=6,reactive_gate,0,vtfq,2.0,0.9,reactive_gate,6,674,535,14,0.025500910746812388,0.09090909090909091,535,324.5085204361444,3238.5311846412756,32.04380623209385,600.0000000000005,0,374,5,0,0,0.009400079702159583,0.42283975291154346,2526102816.610888,0.0,0,0.0,0.0,0.0,0.0,242,40,0.4699229137159581,0.48732520914125915,0.6406779637561514,0.3159160821334681,291.8181818181818,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.9_seed=7,reactive_gate,0,vtfq,2.0,0.9,reactive_gate,7,825,677,8,0.01167883211678832,0.03669724770642202,677,209.74126253107488,1977.940989935201,23.286291296518385,600.0000000000005,0,283,3,0,0,0.012801266015693242,0.32970372828671934,1718432133.5087912,0.0,0,0.0,0.0,0.0,0.0,245,30,0.5172072842320877,0.5260951826413204,0.6999727139342139,0.3207437225623996,369.2727272727273,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.9_seed=8,reactive_gate,0,vtfq,2.0,0.9,reactive_gate,8,881,689,11,0.015714285714285715,0.05952380952380952,689,216.8639663460308,2908.213804517998,34.97511582471095,600.0000000000005,0,458,0,0,0,0.007036518099240466,0.44569271263824556,3164774910.9405384,0.0,0,0.0,0.0,0.0,0.0,280,21,0.4527863983985817,0.4615927576820374,0.7210955149694056,0.3212917543605205,375.8181818181818,0.29
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.9_seed=9,reactive_gate,0,vtfq,2.0,0.9,reactive_gate,9,879,675,20,0.02877697841726619,0.10695187165775401,675,304.73456151864593,3133.227958827753,48.50417351619217,600.0000000000005,0,600,1,0,0,0.005488741514113491,0.3399909191735458,1513572610.9742885,0.0,0,0.0,0.0,0.0,0.0,292,13,0.3971224561793613,0.41487246211060474,0.8002239427447553,0.2969224104429611,368.1818181818182,0.34
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq_rate_per_min=2.0_think_snr=0.9_seed=10,reactive_gate,0,vtfq,2.0,0.9,reactive_gate,10,699,598,5,0.008291873963515755,0.03759398496240601,598,238.7624922702787,1954.2138124811281,46.97184456707632,600.0000000000005,0,129,2,0,0,0.002972316684042502,0.2676020104467434,1235319775.1505685,0.0,0,0.0,0.0,0.0,0.0,259,17,0.565567778767096,0.5720367209888811,0.7555616716240936,0.32100924475134857,326.1818181818182,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=1,reactive_gate,0,park+prewarm,2.0,0.0,reactive_gate,1,659,558,1,0.0017889087656529517,0.006289308176100629,558,206.5662561790976,1477.7004968829347,37.90464530480544,600.0000000000005,0,71,2,0,0,0.0009867345836209955,0.3143606853292889,2201748866.803826,0.0,0,0.0,0.0,0.0,0.0,302,74,0.6476137050680907,0.6490825564743758,0.7271745806542994,0.2979102121912399,304.3636363636364,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=2,reactive_gate,0,park+prewarm,2.0,0.0,reactive_gate,2,734,574,6,0.010344827586206896,0.0425531914893617,574,284.23971850142243,2184.1441966754173,43.081982131700066,600.0,0,232,2,0,0,0.003624943299250565,0.3043504790697046,1163920457.273324,0.0,0,0.0,0.0,0.0,0.0,251,36,0.4769768789835484,0.48224235158923295,0.725466558218402,0.31582290658714324,313.0909090909091,0.26
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=3,reactive_gate,0,park+prewarm,2.0,0.0,reactive_gate,3,803,607,16,0.025682182985553772,0.09316770186335403,607,156.04647232426396,2236.122744946142,48.654026882764576,600.0000000000005,0,358,2,0,0,0.003777590447737631,0.41862133430683646,2852362571.503503,0.0,0,0.0,0.0,0.0,0.0,259,28,0.42947198875809695,0.44561171526792054,0.6948616707621083,0.2814895358813595,331.0909090909091,0.28
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=4,reactive_gate,0,park+prewarm,2.0,0.0,reactive_gate,4,755,640,5,0.007751937984496124,0.023121387283236993,640,120.80819599698839,1908.3519801364198,21.068664259765956,600.0,0,107,1,0,0,0.005572835985919441,0.3268358921187024,2333459665.313705,0.0,0,0.0,0.0,0.0,0.0,253,57,0.6428803448314493,0.6478210068618732,0.6997347166172948,0.3290911455288295,349.0909090909091,0.22
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=5,reactive_gate,0,park+prewarm,2.0,0.0,reactive_gate,5,1025,802,28,0.033734939759036145,0.12217194570135746,802,233.52101049768146,3219.021892592091,44.71508949366199,600.0000000000005,0,787,4,0,0,0.012769333423912227,0.2610186457622327,1903286470.435836,0.0,0,0.0,0.0,0.0,0.0,302,8,0.41706489536308744,0.4370504383971805,0.862916472465035,0.35996679391743014,437.4545454545455,0.39
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=6,reactive_gate,0,park+prewarm,2.0,0.0,reactive_gate,6,647,528,10,0.01858736059479554,0.06493506493506493,528,390.4556151850554,2997.944748839457,32.41619373774111,600.0000000000005,0,275,0,0,0,0.004562790420121322,0.390825010484214,2958349920.183508,0.0,0,0.0,0.0,0.0,0.0,260,31,0.5073182734014522,0.5225341543095214,0.6540890200563326,0.3162192191069291,288.0,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=7,reactive_gate,0,park+prewarm,2.0,0.0,reactive_gate,7,805,640,7,0.010819165378670788,0.028846153846153848,640,206.86750353801386,2009.5105342815687,34.99679052881079,600.0,0,290,1,0,0,0.012505930482832476,0.35004523567971063,1655800206.7295787,0.0,0,0.0,0.0,0.0,0.0,239,31,0.45760801053907435,0.4633431029059079,0.7176644440559442,0.2955831766222122,349.0909090909091,0.27
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=8,reactive_gate,0,park+prewarm,2.0,0.0,reactive_gate,8,892,713,11,0.015193370165745856,0.06179775280898876,713,209.33000440258138,2749.5088635110205,31.75465552803866,600.0000000000005,0,448,1,0,0,0.006078036224965268,0.4431187053981864,2942896612.8723226,0.0,0,0.0,0.0,0.0,0.0,286,19,0.45700111867376036,0.4667641307465673,0.7547195452481547,0.323457733861587,388.90909090909093,0.3
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=9,reactive_gate,0,park+prewarm,2.0,0.0,reactive_gate,9,841,646,20,0.03003003003003003,0.10810810810810811,646,326.38753170440395,2893.1093523296367,31.677361276060854,600.0000000000005,0,484,3,0,0,0.008621458173857429,0.34818835170384976,1468832062.6029758,0.0,0,0.0,0.0,0.0,0.0,289,22,0.4320706916249206,0.4480109643636279,0.7858072138856514,0.31464651809399485,352.3636363636364,0.3
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=10,reactive_gate,0,park+prewarm,2.0,0.0,reactive_gate,10,726,622,3,0.0048,0.02142857142857143,622,217.66440985303143,1866.708365691106,50.049290198347904,600.0000000000002,0,105,2,0,0,0.0034973556963891683,0.27263253217703004,1606784881.250985,0.0,0,0.0,0.0,0.0,0.0,246,27,0.6125470132708758,0.6163560989026715,0.7354258474043318,0.3438239071674351,339.2727272727273,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.9_seed=1,reactive_gate,0,park+prewarm,2.0,0.9,reactive_gate,1,647,527,2,0.003780718336483932,0.006711409395973154,527,249.32150059660398,1832.8370095979578,43.55837683723144,600.0000000000005,0,115,3,0,0,0.007875806530508605,0.31009648434898246,1894959841.3258286,0.0,0,0.0,0.0,0.0,0.0,312,48,0.583260712190084,0.5840548363647715,0.7418350100119788,0.2947456877289926,287.45454545454544,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.9_seed=2,reactive_gate,0,park+prewarm,2.0,0.9,reactive_gate,2,736,575,8,0.0137221269296741,0.05442176870748299,575,291.42857733765504,2154.6641310725113,35.00729697919198,600.0000000000005,0,255,1,0,0,0.0035497563292533037,0.33964171126361026,1422084896.9953673,0.0,0,0.0,0.0,0.0,0.0,258,32,0.4526285457685464,0.4606760141952561,0.727458926593661,0.3209552898985512,313.6363636363636,0.27
