run,type,sandbox_idle_timeout_s,ablate,rpm,policy,seed,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rpm=20_seed=6,reactive_gate,0,,20,reactive_gate,6,764,645,6,0.009216589861751152,0.03870967741935484,645,86.04761746635722,1840.6623898711716,33.69384277716437,600.0000000000005,0,246,1,0,0,0.005993565248028919,0.29002726938696805,3314521592.4997063,0.0,0,0.0,0.0,0.0,0.0,309,17,0.5497149604611368,0.5570104605029862,0.6477482782391221,0.279013626982075,351.8181818181818,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rpm=20_seed=7,reactive_gate,0,,20,reactive_gate,7,804,625,10,0.015748031496062992,0.04568527918781726,625,93.438750973899,1945.9664062333093,24.012788710719114,600.0000000000005,0,376,1,0,0,0.016789174448824315,0.388251718837368,3775820608.6148877,0.0,0,0.0,0.0,0.0,0.0,286,8,0.44256563844057945,0.45252069133567774,0.6738267964864996,0.242591348765697,340.90909090909093,0.27
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rpm=20_seed=8,reactive_gate,0,,20,reactive_gate,8,946,774,21,0.026415094339622643,0.11052631578947368,774,32.20842855457431,2952.2199830514396,19.60557479274078,600.0000000000005,0,476,0,0,0,0.015320335062896406,0.510010614960677,4581261727.365159,0.0,0,0.0,0.0,0.0,0.0,331,8,0.48035312794106483,0.5035271764580836,0.6440041736556269,0.2366089914122434,422.1818181818182,0.29
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rpm=20_seed=9,reactive_gate,0,,20,reactive_gate,9,898,722,18,0.024324324324324326,0.07920792079207921,722,162.64051186823372,2617.2324377092496,25.648504603696395,600.0000000000005,0,475,0,0,0,0.0286259888206092,0.21016753206333852,3191608768.1321106,0.0,0,0.0,0.0,0.0,0.0,392,5,0.4845460983148806,0.4986527173459439,0.7845842059659092,0.3110000700619043,393.8181818181818,0.33
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=_rpm=20_seed=10,reactive_gate,0,,20,reactive_gate,10,635,530,10,0.018518518518518517,0.07142857142857142,530,226.6138075565127,2145.292712561937,24.196741920104778,600.0000000000005,0,213,0,0,0,0.008238654103540985,0.32710536566505116,3641221418.61912,0.0,0,0.0,0.0,0.0,0.0,300,4,0.5447098354237664,0.5609588894057923,0.6508926627290534,0.32325036208008395,289.0909090909091,0.21
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=10_seed=1,reactive_gate,0,budget,10,reactive_gate,1,593,452,21,0.04439746300211417,0.12056737588652482,452,61.202931027535044,3052.699476568842,0.0,600.0000000000005,409,282,0,0,5,0.04296594849599973,0.41412515884356016,6441127454.473125,0.0,0,0.0,0.0,0.0,0.0,324,4,0.42019170858379196,0.4412686035697258,0.42092364694622514,0.23612174777488074,246.54545454545456,0.19
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=10_seed=2,reactive_gate,0,budget,10,reactive_gate,2,659,493,17,0.03333333333333333,0.09859154929577464,493,72.65714053762622,2261.5137961119585,0.0,600.0000000000005,344,426,0,0,0,0.04271624274686534,0.28254550558928454,6407083067.487841,0.0,0,0.0,0.0,0.0,0.0,332,11,0.43006865589751686,0.44455607076713427,0.4460717169936545,0.316220386325704,268.90909090909093,0.19
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=10_seed=3,reactive_gate,0,budget,10,reactive_gate,3,701,512,30,0.055350553505535055,0.16129032258064516,512,26.021005236377505,2890.139276627879,4.487773197967513,600.0000000000005,464,427,0,0,6,0.03493442238689561,0.4484557786469658,6718488550.608757,0.0,0,0.0,0.0,0.0,0.0,301,8,0.38934445192546857,0.4173485613847462,0.4372595197244885,0.25915426284917376,279.2727272727273,0.26
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=10_seed=4,reactive_gate,0,budget,10,reactive_gate,4,610,437,29,0.06223175965665236,0.1870967741935484,437,20.251840000897573,3615.6733783741242,0.0,600.0000000000005,493,396,0,0,9,0.06712513913950571,0.4385362611145119,7004732037.185768,0.0,0,0.0,0.0,0.0,0.0,266,11,0.3658676275938301,0.39593134093490234,0.42256570576761204,0.1674397474727387,238.36363636363637,0.2
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=10_seed=5,reactive_gate,0,budget,10,reactive_gate,5,820,533,70,0.11608623548922056,0.30660377358490565,533,12.901635534050001,4357.096051499616,4.228508691895994,600.0000000000005,357,1173,0,0,8,0.07371977572446521,0.025131834437093357,10112559359.27169,0.0,0,0.0,0.0,0.0,0.0,440,5,0.29244875973650075,0.3390708146267007,0.3843505807595183,0.19235992096912352,290.72727272727275,0.3
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=10_seed=6,reactive_gate,0,budget,10,reactive_gate,6,683,540,18,0.03225806451612903,0.10810810810810811,540,20.56822903652892,2650.7619076700266,0.0,600.0000000000005,339,375,1,0,17,0.023498859265686928,0.337585068531498,6841559927.9859,0.0,0,0.0,0.0,0.0,0.0,345,14,0.4268479648903174,0.4423741405087075,0.39961872279283217,0.2468970448936676,294.54545454545456,0.21
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=10_seed=7,reactive_gate,0,budget,10,reactive_gate,7,747,529,30,0.05366726296958855,0.15025906735751296,529,25.389856716285976,2192.237585730757,0.4482592932498712,600.0000000000005,404,548,0,0,2,0.029019973183143817,0.4431547544239412,6354675361.957171,0.0,0,0.0,0.0,0.0,0.0,301,8,0.37713012558296855,0.4029144038442061,0.47896758291245795,0.24005325521868318,288.54545454545456,0.22
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=10_seed=8,reactive_gate,0,budget,10,reactive_gate,8,778,557,40,0.06700167504187604,0.23809523809523808,557,12.775289557223346,3718.199309408582,0.0,600.0000000000005,303,709,0,0,8,0.049866592537997405,0.5917336573624516,8406876249.963233,0.0,0,0.0,0.0,0.0,0.0,280,9,0.33854863930523166,0.3715139422983111,0.3295041644449301,0.195455947289935,303.8181818181818,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=10_seed=9,reactive_gate,0,budget,10,reactive_gate,9,749,516,31,0.056672760511883,0.17318435754189945,516,29.76399694263864,3597.045636276891,4.132704235000287,600.0000000000005,319,658,0,0,17,0.022870434530206044,0.14804113881906703,8490920189.082682,0.0,0,0.0,0.0,0.0,0.0,369,10,0.34864491263369307,0.371174091574029,0.43716339372895624,0.29077888895259646,281.45454545454544,0.28
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=10_seed=10,reactive_gate,0,budget,10,reactive_gate,10,563,435,17,0.03761061946902655,0.12408759124087591,435,207.2848220776924,3475.152816841342,0.05683658333254524,600.0000000000005,336,290,0,0,3,0.03864676093187371,0.34329086386841373,6324154573.159225,0.0,0,0.0,0.0,0.0,0.0,289,6,0.4261975657795042,0.4441331156721401,0.4787783331633645,0.2977394826770281,237.27272727272728,0.19
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=20_seed=1,reactive_gate,0,budget,20,reactive_gate,1,680,571,3,0.005226480836236934,0.019867549668874173,571,126.60456611644713,1999.729085562112,13.409413070116281,600.0000000000005,0,162,2,0,0,0.0012183069143363607,0.37259829157829544,3455701245.0339737,0.0,0,0.0,0.0,0.0,0.0,331,9,0.5546047283686832,0.5570475182156533,0.6628441962372119,0.25518046835876723,311.45454545454544,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=20_seed=2,reactive_gate,0,budget,20,reactive_gate,2,790,651,12,0.01809954751131222,0.07547169811320754,651,137.6170960961299,2126.8055997479737,37.86711129738366,600.0000000000005,0,267,2,0,0,0.013318706917420032,0.3081749869688548,2228785639.7555017,0.0,0,0.0,0.0,0.0,0.0,317,12,0.4807990170928379,0.4921469091291473,0.7109587109516642,0.3305409875300197,355.0909090909091,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=20_seed=3,reactive_gate,0,budget,20,reactive_gate,3,777,594,16,0.02622950819672131,0.08379888268156424,594,96.31642383505812,3083.648125353648,34.68108565927951,600.0000000000005,0,409,0,0,0,0.009754251325245987,0.4255425123241357,3365320209.540861,0.0,0,0.0,0.0,0.0,0.0,333,8,0.4245544677627621,0.4370338611327269,0.6840948758457979,0.24096593565417496,324.0,0.3
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=20_seed=4,reactive_gate,0,budget,20,reactive_gate,4,764,642,8,0.012307692307692308,0.047058823529411764,642,140.97933583675967,1820.0041947309944,33.682854004477015,600.0000000000005,0,167,2,0,0,0.024657876336952152,0.3678837941271709,1803939111.8739622,0.0,0,0.0,0.0,0.0,0.0,318,11,0.5464928237157536,0.5557552472229255,0.7458242645849521,0.2164274864118104,350.1818181818182,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=20_seed=5,reactive_gate,0,budget,20,reactive_gate,5,974,757,29,0.03689567430025445,0.12053571428571429,757,137.03836169612873,3664.8281185865285,14.227062018880897,600.0000000000005,0,715,0,0,0,0.01390996552427067,0.01088058985528265,5793746600.774752,0.0,0,0.0,0.0,0.0,0.0,382,4,0.38122008114426753,0.40401212082238974,0.75465553061464,0.3668882869490754,412.90909090909093,0.47
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=20_seed=6,reactive_gate,0,budget,20,reactive_gate,6,764,645,6,0.009216589861751152,0.03870967741935484,645,86.04761746635722,1840.6623898711716,33.69384277716437,600.0000000000005,0,246,1,0,0,0.005993565248028919,0.29002726938696805,3314521592.4997063,0.0,0,0.0,0.0,0.0,0.0,309,17,0.5497149604611368,0.5570104605029862,0.6477482782391221,0.279013626982075,351.8181818181818,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=20_seed=7,reactive_gate,0,budget,20,reactive_gate,7,804,625,10,0.015748031496062992,0.04568527918781726,625,93.438750973899,1945.9664062333093,24.012788710719114,600.0000000000005,0,376,1,0,0,0.016789174448824315,0.388251718837368,3775820608.6148877,0.0,0,0.0,0.0,0.0,0.0,286,8,0.44256563844057945,0.45252069133567774,0.6738267964864996,0.242591348765697,340.90909090909093,0.28
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=20_seed=8,reactive_gate,0,budget,20,reactive_gate,8,946,774,21,0.026415094339622643,0.11052631578947368,774,32.20842855457431,2952.2199830514396,19.60557479274078,600.0000000000005,0,476,0,0,0,0.015320335062896406,0.510010614960677,4581261727.365159,0.0,0,0.0,0.0,0.0,0.0,331,8,0.48035312794106483,0.5035271764580836,0.6440041736556269,0.2366089914122434,422.1818181818182,0.28
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=20_seed=9,reactive_gate,0,budget,20,reactive_gate,9,898,722,18,0.024324324324324326,0.07920792079207921,722,162.64051186823372,2617.2324377092496,25.648504603696395,600.0000000000005,0,475,0,0,0,0.0286259888206092,0.21016753206333852,3191608768.1321106,0.0,0,0.0,0.0,0.0,0.0,392,5,0.4845460983148806,0.4986527173459439,0.7845842059659092,0.3110000700619043,393.8181818181818,0.34
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=budget_rpm=20_seed=10,reactive_gate,0,budget,20,reactive_gate,10,635,530,10,0.018518518518518517,0.07142857142857142,530,226.6138075565127,2145.292712561937,24.196741920104778,600.0000000000005,0,213,0,0,0,0.008238654103540985,0.32710536566505116,3641221418.61912,0.0,0,0.0,0.0,0.0,0.0,300,4,0.5447098354237664,0.5609588894057923,0.6508926627290534,0.32325036208008395,289.0909090909091,0.21
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=10_seed=1,reactive_gate,0,vtfq+park+prewarm+kv+gang,10,reactive_gate,1,593,452,21,0.04439746300211417,0.12056737588652482,452,61.202931027535044,3052.699476568842,0.0,600.0000000000005,409,282,0,0,5,0.04296594849599973,0.41412515884356016,6441127454.473125,0.0,0,0.0,0.0,0.0,0.0,324,4,0.42019170858379196,0.4412686035697258,0.42092364694622514,0.23612174777488074,246.54545454545456,0.19
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=10_seed=2,reactive_gate,0,vtfq+park+prewarm+kv+gang,10,reactive_gate,2,659,493,17,0.03333333333333333,0.09859154929577464,493,72.65714053762622,2261.5137961119585,0.0,600.0000000000005,344,426,0,0,0,0.04271624274686534,0.28254550558928454,6407083067.487841,0.0,0,0.0,0.0,0.0,0.0,332,11,0.43006865589751686,0.44455607076713427,0.4460717169936545,0.316220386325704,268.90909090909093,0.19
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=10_seed=3,reactive_gate,0,vtfq+park+prewarm+kv+gang,10,reactive_gate,3,701,512,30,0.055350553505535055,0.16129032258064516,512,26.021005236377505,2890.139276627879,4.487773197967513,600.0000000000005,464,427,0,0,6,0.03493442238689561,0.4484557786469658,6718488550.608757,0.0,0,0.0,0.0,0.0,0.0,301,8,0.38934445192546857,0.4173485613847462,0.4372595197244885,0.25915426284917376,279.2727272727273,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=10_seed=4,reactive_gate,0,vtfq+park+prewarm+kv+gang,10,reactive_gate,4,610,437,29,0.06223175965665236,0.1870967741935484,437,20.251840000897573,3615.6733783741242,0.0,600.0000000000005,493,396,0,0,9,0.06712513913950571,0.4385362611145119,7004732037.185768,0.0,0,0.0,0.0,0.0,0.0,266,11,0.3658676275938301,0.39593134093490234,0.42256570576761204,0.1674397474727387,238.36363636363637,0.21
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=10_seed=5,reactive_gate,0,vtfq+park+prewarm+kv+gang,10,reactive_gate,5,820,533,70,0.11608623548922056,0.30660377358490565,533,12.901635534050001,4357.096051499616,4.228508691895994,600.0000000000005,357,1173,0,0,8,0.07371977572446521,0.025131834437093357,10112559359.27169,0.0,0,0.0,0.0,0.0,0.0,440,5,0.29244875973650075,0.3390708146267007,0.3843505807595183,0.19235992096912352,290.72727272727275,0.29
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=10_seed=6,reactive_gate,0,vtfq+park+prewarm+kv+gang,10,reactive_gate,6,683,540,18,0.03225806451612903,0.10810810810810811,540,20.56822903652892,2650.7619076700266,0.0,600.0000000000005,339,375,1,0,17,0.023498859265686928,0.337585068531498,6841559927.9859,0.0,0,0.0,0.0,0.0,0.0,345,14,0.4268479648903174,0.4423741405087075,0.39961872279283217,0.2468970448936676,294.54545454545456,0.21
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=10_seed=7,reactive_gate,0,vtfq+park+prewarm+kv+gang,10,reactive_gate,7,747,529,30,0.05366726296958855,0.15025906735751296,529,25.389856716285976,2192.237585730757,0.4482592932498712,600.0000000000005,404,548,0,0,2,0.029019973183143817,0.4431547544239412,6354675361.957171,0.0,0,0.0,0.0,0.0,0.0,301,8,0.37713012558296855,0.4029144038442061,0.47896758291245795,0.24005325521868318,288.54545454545456,0.22
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=10_seed=8,reactive_gate,0,vtfq+park+prewarm+kv+gang,10,reactive_gate,8,778,557,40,0.06700167504187604,0.23809523809523808,557,12.775289557223346,3718.199309408582,0.0,600.0000000000005,303,709,0,0,8,0.049866592537997405,0.5917336573624516,8406876249.963233,0.0,0,0.0,0.0,0.0,0.0,280,9,0.33854863930523166,0.3715139422983111,0.3295041644449301,0.195455947289935,303.8181818181818,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=10_seed=9,reactive_gate,0,vtfq+park+prewarm+kv+gang,10,reactive_gate,9,749,516,31,0.056672760511883,0.17318435754189945,516,29.76399694263864,3597.045636276891,4.132704235000287,600.0000000000005,319,658,0,0,17,0.022870434530206044,0.14804113881906703,8490920189.082682,0.0,0,0.0,0.0,0.0,0.0,369,10,0.34864491263369307,0.371174091574029,0.43716339372895624,0.29077888895259646,281.45454545454544,0.27
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=10_seed=10,reactive_gate,0,vtfq+park+prewarm+kv+gang,10,reactive_gate,10,563,435,17,0.03761061946902655,0.12408759124087591,435,207.2848220776924,3475.152816841342,0.05683658333254524,600.0000000000005,336,290,0,0,3,0.03864676093187371,0.34329086386841373,6324154573.159225,0.0,0,0.0,0.0,0.0,0.0,289,6,0.4261975657795042,0.4441331156721401,0.4787783331633645,0.2977394826770281,237.27272727272728,0.19
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=20_seed=1,reactive_gate,0,vtfq+park+prewarm+kv+gang,20,reactive_gate,1,680,571,3,0.005226480836236934,0.019867549668874173,571,126.60456611644713,1999.729085562112,13.409413070116281,600.0000000000005,0,162,2,0,0,0.0012183069143363607,0.37259829157829544,3455701245.0339737,0.0,0,0.0,0.0,0.0,0.0,331,9,0.5546047283686832,0.5570475182156533,0.6628441962372119,0.25518046835876723,311.45454545454544,0.24
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=20_seed=2,reactive_gate,0,vtfq+park+prewarm+kv+gang,20,reactive_gate,2,790,651,12,0.01809954751131222,0.07547169811320754,651,137.6170960961299,2126.8055997479737,37.86711129738366,600.0000000000005,0,267,2,0,0,0.013318706917420032,0.3081749869688548,2228785639.7555017,0.0,0,0.0,0.0,0.0,0.0,317,12,0.4807990170928379,0.4921469091291473,0.7109587109516642,0.3305409875300197,355.0909090909091,0.26
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=20_seed=3,reactive_gate,0,vtfq+park+prewarm+kv+gang,20,reactive_gate,3,777,594,16,0.02622950819672131,0.08379888268156424,594,96.31642383505812,3083.648125353648,34.68108565927951,600.0000000000005,0,409,0,0,0,0.009754251325245987,0.4255425123241357,3365320209.540861,0.0,0,0.0,0.0,0.0,0.0,333,8,0.4245544677627621,0.4370338611327269,0.6840948758457979,0.24096593565417496,324.0,0.29
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=20_seed=4,reactive_gate,0,vtfq+park+prewarm+kv+gang,20,reactive_gate,4,764,642,8,0.012307692307692308,0.047058823529411764,642,140.97933583675967,1820.0041947309944,33.682854004477015,600.0000000000005,0,167,2,0,0,0.024657876336952152,0.3678837941271709,1803939111.8739622,0.0,0,0.0,0.0,0.0,0.0,318,11,0.5464928237157536,0.5557552472229255,0.7458242645849521,0.2164274864118104,350.1818181818182,0.25
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=20_seed=5,reactive_gate,0,vtfq+park+prewarm+kv+gang,20,reactive_gate,5,974,757,29,0.03689567430025445,0.12053571428571429,757,137.03836169612873,3664.8281185865285,14.227062018880897,600.0000000000005,0,715,0,0,0,0.01390996552427067,0.01088058985528265,5793746600.774752,0.0,0,0.0,0.0,0.0,0.0,382,4,0.38122008114426753,0.40401212082238974,0.75465553061464,0.3668882869490754,412.90909090909093,0.46
type=reactive_gate_sandbox_idle_timeout_s=0_ablate=vtfq+park+prewarm+kv+gang_rpm=20_seed=6,reactive_gate,0,vtfq+park+prewarm+kv+gang,20,reactive_gate,6,764,645,6,0.009216589861751152,0.03870967741935484,645,86.04761746635722,1840.6623898711716,33.69384277716437,600.0000000000005,0,246,1,0,0,0.005993565248028919,0.29002726938696805,3314521592.4997063,0.0,0,0.0,0.0,0.0,0.0,309,17,0.5497149604611368,0.5570104605029862,0.6477482782391221,0.279013626982075,351.8181818181818,0.24
