run,type,rpm,policy,seed,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
type=reactive_gate_rpm=20_seed=2,reactive_gate,20,reactive_gate,2,663,480,30,0.058823529411764705,0.20689655172413793,480,69.82187382122038,2229.4850206608235,4.377430831239328,600.0000000000005,0,595,0,0,0,0.022111935828390862,0.36550652274146034,3991719125.1337814,0.0,0,0.0,0.0,0.0,0.0,298,0,0.3878362180899821,0.4236697161490552,0.5289096708187646,0.19562766105157298,261.8181818181818,0.2
type=reactive_gate_rpm=20_seed=3,reactive_gate,20,reactive_gate,3,734,528,26,0.04693140794223827,0.14857142857142858,528,71.01145014515441,3617.673049228084,28.809368556813894,600.0000000000005,0,628,1,0,0,0.014383162221352474,0.44823132284401646,3880281593.7238026,0.0,0,0.0,0.0,0.0,0.0,351,2,0.3863800097769065,0.4107322558790827,0.6133954753059441,0.19198882689332358,288.0,0.23
type=reactive_gate_rpm=20_seed=4,reactive_gate,20,reactive_gate,4,688,533,26,0.046511627906976744,0.16149068322981366,533,52.1347081630654,2976.5919001050056,5.986069422414857,600.0000000000005,0,408,0,0,0,0.04567129097421914,0.4419478598202282,3770573630.1055427,0.0,0,0.0,0.0,0.0,0.0,272,5,0.46749981241467525,0.4993118574360878,0.5851730510716137,0.1283240106769391,290.72727272727275,0.19
type=reactive_gate_rpm=20_seed=5,reactive_gate,20,reactive_gate,5,903,638,56,0.08069164265129683,0.25806451612903225,638,54.92492275990611,3961.858993378024,18.07502749434506,600.0000000000005,0,1153,0,0,0,0.022497359929325174,0.168147612907007,5612895200.874449,0.0,0,0.0,0.0,0.0,0.0,396,0,0.32546037284628354,0.36702751813888795,0.7089028510424761,0.17312340807933724,348.0,0.38
type=reactive_gate_rpm=20_seed=6,reactive_gate,20,reactive_gate,6,683,532,25,0.04488330341113106,0.1724137931034483,532,36.166306951017305,3611.853356637812,4.724297651634811,600.0000000000005,0,604,0,0,0,0.014976889466753974,0.3349317415506186,5152509834.078712,0.0,0,0.0,0.0,0.0,0.0,272,5,0.4216153352862277,0.4564643803445355,0.49807752870046623,0.20656604671374157,290.1818181818182,0.19
type=reactive_gate_rpm=20_seed=7,reactive_gate,20,reactive_gate,7,733,518,34,0.06159420289855073,0.1736842105263158,518,55.943337236213324,3228.5960132675395,2.484224018864116,600.0000000000005,0,709,0,0,0,0.03460536966185726,0.3960221088121334,5222963860.769548,0.0,0,0.0,0.0,0.0,0.0,261,5,0.3907866563924568,0.42426405803015443,0.5615797426549145,0.21529306959878933,282.54545454545456,0.21
type=reactive_gate_rpm=20_seed=8,reactive_gate,20,reactive_gate,8,837,639,36,0.05333333333333334,0.18888888888888888,639,21.798013174668768,3746.3222860490578,1.243096579398223,600.0000000000005,0,778,0,0,0,0.06478251784254693,0.5731503006766513,6042959426.999587,0.0,0,0.0,0.0,0.0,0.0,293,2,0.39950325923216906,0.43535966250494856,0.5049984434043965,0.16262000695746304,348.54545454545456,0.24
type=reactive_gate_rpm=20_seed=9,reactive_gate,20,reactive_gate,9,805,595,42,0.06593406593406594,0.21105527638190955,595,67.6309453466024,3687.606124461512,6.118198785674447,600.0000000000005,0,834,0,0,0,0.03440335150137473,0.08517387538725568,4244145530.2261744,0.0,0,0.0,0.0,0.0,0.0,354,9,0.4283608680929963,0.47150528463655805,0.6480533822358198,0.21188781411796107,324.54545454545456,0.25
type=reactive_gate_rpm=20_seed=10,reactive_gate,20,reactive_gate,10,557,423,24,0.053691275167785234,0.18110236220472442,423,114.2528022756212,3458.2680418110176,0.0,600.0000000000005,0,511,0,0,0,0.04716243754799509,0.2920405345744945,5878694578.718636,0.0,0,0.0,0.0,0.0,0.0,279,2,0.412436043189661,0.44537306894322887,0.46947630958220027,0.24001847451118397,230.72727272727275,0.17
type=reactive_gate_rpm=40_seed=1,reactive_gate,40,reactive_gate,1,586,435,18,0.039735099337748346,0.13178294573643412,435,76.73528946484112,3614.8392348964044,9.581079723388276,600.0000000000005,0,498,0,0,0,0.011822611686919846,0.4524178261206561,5100977763.480078,0.0,0,0.0,0.0,0.0,0.0,314,0,0.4097351602214276,0.43210333048302924,0.5187852005511849,0.15543283279350234,237.27272727272728,0.18
type=reactive_gate_rpm=40_seed=2,reactive_gate,40,reactive_gate,2,673,491,28,0.05394990366088632,0.1875,491,72.00693747692185,2773.670433622375,7.025449529133693,600.0000000000005,0,584,1,0,0,0.027925031686005266,0.32482236325697794,4131189982.0817165,0.0,0,0.0,0.0,0.0,0.0,289,0,0.39940328549875936,0.4322387979429221,0.5486158846194316,0.19379881227292037,267.8181818181818,0.2
type=reactive_gate_rpm=40_seed=3,reactive_gate,40,reactive_gate,3,742,534,27,0.0481283422459893,0.1534090909090909,534,63.26681011202959,3417.7038721038334,25.376478865027124,600.0000000000005,0,649,1,0,0,0.010386642484499808,0.46163800093422624,3649473082.761946,0.0,0,0.0,0.0,0.0,0.0,353,2,0.38904718943812505,0.417688589577321,0.6298618696216978,0.1718607712926538,291.2727272727273,0.23
type=reactive_gate_rpm=40_seed=4,reactive_gate,40,reactive_gate,4,708,554,25,0.04317789291882556,0.15723270440251572,554,48.40107193731569,3517.4684072299324,7.754955847370138,600.0000000000005,0,423,0,0,0,0.03234709595112861,0.42811782130788134,4534498163.301396,0.0,0,0.0,0.0,0.0,0.0,277,5,0.45745549924573203,0.4897303345251621,0.5636887870410839,0.1472476690299477,302.1818181818182,0.18
type=reactive_gate_rpm=40_seed=5,reactive_gate,40,reactive_gate,5,916,651,63,0.08823529411764706,0.27510917030567683,651,67.78097717189985,3851.2989428377887,22.266161543415603,600.0000000000005,0,1141,0,0,0,0.04253137642116289,0.15235295336890797,4810542291.091075,0.0,0,0.0,0.0,0.0,0.0,412,0,0.34407117812811827,0.3918753293087371,0.7412200711765087,0.2339483780320677,355.0909090909091,0.29
type=reactive_gate_rpm=40_seed=6,reactive_gate,40,reactive_gate,6,676,531,24,0.043243243243243246,0.16326530612244897,531,44.60072433058485,3355.4651979710625,2.309990206273208,600.0000000000005,0,607,0,0,0,0.016897849965177732,0.33393596789030894,5404815870.875944,0.0,0,0.0,0.0,0.0,0.0,284,5,0.4223213333467777,0.4575404247359108,0.5044180153700467,0.20367365336113255,289.6363636363636,0.18
type=reactive_gate_rpm=40_seed=7,reactive_gate,40,reactive_gate,7,740,521,27,0.04927007299270073,0.14917127071823205,521,57.64195524165848,3079.4061103197682,8.331846458322634,600.0000000000005,0,740,0,0,0,0.02068431998723378,0.40198525878382024,5338079935.944632,0.0,0,0.0,0.0,0.0,0.0,283,5,0.40421766373900747,0.4316588841424064,0.597483692821646,0.2153943200031088,284.1818181818182,0.22
type=reactive_gate_rpm=40_seed=8,reactive_gate,40,reactive_gate,8,887,695,33,0.04532967032967033,0.1702127659574468,695,29.032880769230815,3628.6130021779004,5.814401996925198,600.0000000000005,0,727,0,0,0,0.02261934200183104,0.4870811678312911,4508885193.877121,0.0,0,0.0,0.0,0.0,0.0,334,2,0.42199292324081844,0.4577853248386813,0.587544176225395,0.1387699120301075,379.0909090909091,0.24
type=reactive_gate_rpm=40_seed=9,reactive_gate,40,reactive_gate,9,825,614,44,0.0668693009118541,0.21105527638190955,614,56.902749031674375,3826.725771622515,4.699227258674119,600.0000000000005,0,834,0,0,0,0.040247203214651084,0.16930400094760986,4657133891.15255,0.0,0,0.0,0.0,0.0,0.0,366,8,0.4370708172115991,0.4845606081225922,0.6363179556462057,0.21639406397770464,334.90909090909093,0.25
type=reactive_gate_rpm=40_seed=10,reactive_gate,40,reactive_gate,10,554,420,24,0.05405405405405406,0.1796875,420,113.53838354692596,3459.129573503687,0.0,600.0000000000005,0,512,0,0,0,0.046396955869013136,0.29362791365512925,5878579456.202744,0.0,0,0.0,0.0,0.0,0.0,281,2,0.410930804852223,0.44381859381304417,0.47080333663558666,0.2365259262607798,229.0909090909091,0.16
type=lease_rpm=10_seed=1,lease,10,lease,1,557,411,7,0.01674641148325359,0.056451612903225805,411,54.19999625677235,3615.7116920594103,0.0,600.0000000000005,0,421,0,0,0,0.008123135848650556,0.4381535734809415,6614387449.772264,1008.3277032017118,13,240.1330880669746,185.86666234477127,814200.0,49201.734661175775,249,1,0.36766441282969975,0.3741971191886106,0.37201801668528234,0.20330550951761223,224.1818181818182,0.44
type=lease_rpm=10_seed=2,lease,10,lease,2,668,495,14,0.0275049115913556,0.08571428571428572,495,68.47585434832354,2294.811498904283,0.0,600.0000000000005,0,478,0,0,0,0.01450667268147814,0.31209116094783074,6253048246.105952,191.75119141564232,2,741.9997987618779,647.9081136197234,859800.0,47774.74860675389,270,2,0.37649049053365935,0.38941616118355055,0.4216261553839679,0.29993897504459727,270.0,0.46
type=lease_rpm=10_seed=3,lease,10,lease,3,685,480,23,0.04572564612326044,0.1286549707602339,480,20.10807396230979,3421.4956995294065,0.0,600.0000000000005,0,685,0,0,0,0.016915372158657568,0.47828561083709764,6610224817.593126,1364.5713541711864,14,422.9097333857608,217.96182415918247,918600.0,44109.15674817171,266,6,0.360516884649485,0.38172527022348013,0.4114193327020202,0.2079568969645128,261.8181818181818,0.51
type=lease_rpm=10_seed=4,lease,10,lease,4,615,432,10,0.02262443438914027,0.08,432,17.30221302307359,3714.8797392056026,0.0,600.0000000000005,0,521,0,0,0,0.004127284087130325,0.405114381817758,7135569021.954915,732.7308647281178,7,87.11350053235947,53.49868645759284,886800.0,38555.369801236455,229,8,0.3418018458628632,0.3518380511478968,0.37799649775398214,0.14908648082418702,235.63636363636365,0.44
type=lease_rpm=10_seed=5,lease,10,lease,5,814,530,55,0.09401709401709402,0.2634146341463415,530,15.096818439636593,4238.894401217829,0.0,600.0000000000005,0,1350,0,0,0,0.04004713881128193,0.011507564714963869,9273965822.768097,866.69886790022,3,403.4228911175958,397.2068212471927,885600.0,79681.79246573712,309,2,0.3029528683578648,0.33883198478258053,0.38695589268081454,0.22558503429934593,289.0909090909091,0.65
type=lease_rpm=10_seed=6,lease,10,lease,6,679,537,4,0.0073937153419593345,0.029197080291970802,537,25.807336128984844,2994.2290843263713,0.0,600.0000000000005,0,408,0,0,0,0.005128156430490829,0.31287415719294775,6254267112.080108,4634.037057883681,18,795.9706505193353,617.050529289268,949200.0,36604.33707319021,247,11,0.4405616711474437,0.44643582676274296,0.42578133007154884,0.24657768016137113,292.90909090909093,0.46
type=lease_rpm=10_seed=7,lease,10,lease,7,696,471,33,0.06547619047619048,0.1793478260869565,471,18.254054689516124,2576.2242087815953,0.0,600.0000000000005,0,753,0,0,0,0.04459802394951226,0.4203332678599803,7175422398.059972,444.57455858496405,2,148.14768395218778,136.61670348786583,842400.0,43123.198771858886,190,8,0.3155719137374171,0.33842820653379446,0.39797447726463353,0.22023289679170213,256.90909090909093,0.48
type=lease_rpm=10_seed=8,lease,10,lease,8,812,596,25,0.040257648953301126,0.14814814814814814,596,14.184671638664213,3167.76665965651,0.0,600.0000000000005,0,774,0,0,0,0.019702835614614073,0.5495162064427601,8203738015.450596,2035.8421897746464,15,78.76581106251359,69.81707697069623,1056000.0,63050.850502418776,274,7,0.33372586102132473,0.3520790674024302,0.3517334861596737,0.19787129538880177,325.0909090909091,0.54
type=lease_rpm=10_seed=9,lease,10,lease,9,759,533,39,0.06818181818181818,0.21195652173913043,533,25.778235108251465,3878.3506322448393,0.0,600.0000000000005,0,911,0,0,0,0.03494889052184312,0.08975918644237187,7659645438.787118,1279.5804061839735,4,521.1952320135484,246.01994844753858,873000.0,58706.01782260513,310,15,0.33451663824062705,0.3678428830124293,0.42399830535321165,0.27985177062887645,290.72727272727275,0.6
type=lease_rpm=10_seed=10,lease,10,lease,10,564,432,8,0.01818181818181818,0.064,432,195.68203409291982,1979.9863041006804,0.0,600.0000000000005,0,374,0,0,0,0.021121684699240584,0.34742960675702433,5772967305.914123,511.8069086553145,1,475.9785907691733,470.2886337501893,764400.0,34559.79180978604,219,3,0.4119635909757185,0.42151045611118054,0.4594180224197099,0.27636393736479997,235.63636363636365,0.4
type=lease_rpm=20_seed=1,lease,20,lease,1,670,566,3,0.005272407732864675,0.01935483870967742,566,125.95465857859722,1810.6138831835767,21.22634933801628,600.0000000000005,0,195,5,0,0,0.012816404735487303,0.36970989162966933,3021465286.9137006,1671.0671242718192,14,277.5018986270051,210.34512123505556,1385400.0,25281.229440628435,347,4,0.5492904968196478,0.5530619146541406,0.6533769074600169,0.26177111054554236,308.72727272727275,0.53
type=lease_rpm=20_seed=2,lease,20,lease,2,783,644,10,0.01529051987767584,0.06369426751592357,644,149.5204976326188,1928.8304005746666,36.30654538064146,600.0000000000005,0,304,1,0,0,0.006520495467379804,0.29541280719344937,2226073168.8177934,730.4962050365327,11,754.4375775450565,516.4937279112416,1385400.0,17668.279660272427,324,3,0.49233768140117595,0.5004914767135257,0.7080426768809894,0.33257557789501135,351.2727272727273,0.54
type=lease_rpm=20_seed=3,lease,20,lease,3,777,591,10,0.016638935108153077,0.05813953488372093,591,79.05925820022094,2922.308770955965,29.762815495998353,600.0000000000005,0,468,1,0,0,0.00578323131507722,0.42008087577076886,3486233396.626638,2459.5489815707188,23,465.9302067497365,177.11142507367435,1447200.0,33105.783952628735,344,7,0.42581229704228724,0.43532116090157974,0.6698583116380147,0.23199004623854472,322.3636363636364,0.57
type=lease_rpm=20_seed=4,lease,20,lease,4,752,616,5,0.008051529790660225,0.03164556962025317,616,140.97659260121043,2058.1789067674367,60.66156591319657,600.0000000000005,0,192,2,0,0,0.008186481044130636,0.3838325598252276,1855340184.881379,912.7700217270391,9,121.59325467856775,101.57512855036225,1402800.0,15162.109846430423,300,7,0.4907296579097683,0.49651330521647563,0.7243253586263274,0.18872234053415302,336.0,0.51
type=lease_rpm=20_seed=5,lease,20,lease,5,975,750,31,0.03969270166453265,0.13004484304932734,750,80.78410786176028,3916.4057200368247,20.02826677421859,600.0000000000005,0,1006,1,0,0,0.027487535466322287,0.03496274857451745,3938435150.3551936,1043.8652966148368,5,381.10771030309945,371.4551421246754,1685400.0,78726.42531477264,485,0,0.38767138363007375,0.40995492690929697,0.7945521142191143,0.32328388025553767,409.0909090909091,0.84
type=lease_rpm=20_seed=6,lease,20,lease,6,743,632,5,0.007849293563579277,0.03225806451612903,632,69.31185744094131,2569.482411951802,12.980955101666812,600.0000000000005,0,329,2,0,0,0.0031202006982647816,0.28926404943005585,3461802148.3560634,4454.138087639585,19,812.8705002848326,627.3619152233833,1321800.0,26006.36532017807,328,12,0.5430227184312244,0.5507779742602046,0.6185652633992166,0.25011708205463645,344.72727272727275,0.52
type=lease_rpm=20_seed=7,lease,20,lease,7,784,607,15,0.024115755627009645,0.07317073170731707,607,86.23044459849143,2207.4974935180944,12.21995229836795,600.0000000000005,0,476,0,0,0,0.031883353934335286,0.41193354517059927,3425092915.8756704,762.4164318741962,2,172.7236758520188,163.29508606109698,1448400.0,30344.365986978577,306,7,0.4386507913310227,0.4503374089114138,0.6568981336238993,0.23168270788764753,331.0909090909091,0.56
type=lease_rpm=20_seed=8,lease,20,lease,8,944,777,17,0.021410579345088162,0.08791208791208792,777,28.91053437812934,2871.4035872946806,8.299813504505552,600.0000000000005,0,562,0,0,0,0.014502367095855423,0.4959144830527264,4182598556.576023,2182.759283418982,13,92.7215707516595,83.86644914542262,1703400.0,35371.84851729033,356,6,0.47071085492052145,0.4885987416004648,0.629924836089258,0.2538166465208786,423.8181818181818,0.6
type=lease_rpm=20_seed=9,lease,20,lease,9,897,716,12,0.016483516483516484,0.06091370558375635,716,143.6987049387808,2577.9540987739606,28.53611453359705,600.0000000000005,0,545,0,0,0,0.01172710334291454,0.15960428231876816,2274424760.274338,835.4301845239747,2,504.21670303703434,477.86242367327895,1537800.0,36333.813770402696,401,5,0.4846816430526709,0.4950263725512501,0.7904529068934538,0.32604517143066497,390.54545454545456,0.66
type=lease_rpm=20_seed=10,lease,20,lease,10,640,539,6,0.011009174311926606,0.043795620437956206,539,240.75239674894874,2233.2086130967823,19.43681854164623,600.0000000000005,0,229,0,0,0,0.006606838757565026,0.2854309540721417,3258784578.3442173,511.8069086553145,1,495.91816927896554,490.22821225998155,1093800.0,20722.35750041738,297,3,0.5365775415112256,0.5450594148408229,0.6598763955986144,0.32231173919349665,294.0,0.44
type=lease_rpm=40_seed=1,lease,40,lease,1,690,590,1,0.001692047377326565,0.00641025641025641,590,145.87127380669267,1824.8149227954516,31.229232572426483,600.0000000000005,0,188,0,0,0,1.736219375937449e-05,0.3432501458354687,2251357267.739558,1360.9219150638778,9,256.2737246553275,191.4815788062159,1521600.0,12142.28521817672,377,6,0.564111113377884,0.5659304204693688,0.7196618339363183,0.2694225636503546,321.8181818181818,0.51
type=lease_rpm=40_seed=2,lease,40,lease,2,779,639,11,0.016923076923076923,0.07051282051282051,639,132.1627593706644,1970.3307460330268,58.01156207850831,600.0000000000005,0,326,0,0,0,0.0293606543084496,0.2973744038584927,2462419019.3757906,1236.2552365740924,8,753.8456919429786,505.83802322554925,1396200.0,13757.184454679842,317,4,0.4688300025660987,0.4795486063386585,0.6988314046919516,0.32936917880626054,348.54545454545456,0.51
type=lease_rpm=40_seed=3,lease,40,lease,3,790,608,10,0.016181229773462782,0.057803468208092484,608,106.64030086448122,2344.52548358384,91.46053016043165,600.0000000000005,0,450,1,0,0,0.004009774311908401,0.4044083087539954,2755139296.3633904,2746.200159889363,24,423.2909774532186,163.28677822882537,1521000.0,19309.212740400537,355,6,0.4155202952184336,0.42535124984673206,0.7100660280286843,0.24961894077758262,331.6363636363636,0.54
type=lease_rpm=40_seed=4,lease,40,lease,4,765,643,6,0.009244992295839754,0.03614457831325301,643,126.11588175069573,1791.317531579096,58.115956541120674,600.0000000000005,0,186,2,0,0,0.01270139952401805,0.3722346956384989,1847956943.0613384,929.1090112837527,7,157.24640926220923,137.1949509993242,1460400.0,6883.837705987799,323,7,0.5391498398494662,0.5450448216427317,0.7515978009340197,0.20899230328947552,350.72727272727275,0.5
type=lease_rpm=40_seed=5,lease,40,lease,5,979,760,30,0.0379746835443038,0.13636363636363635,760,271.40503539202473,3416.904893946511,486.1936303103493,600.0000000000005,0,819,1,0,0,0.03270001560001994,0.05486276051599702,1269533571.912078,906.5888105298544,3,411.11010029257477,405.6823561534726,1867200.0,31608.386163689094,410,1,0.3408028877112823,0.3513858387640155,0.9352419408346284,0.27801795813942193,414.54545454545456,0.77
type=lease_rpm=40_seed=6,lease,40,lease,6,770,661,5,0.0075075075075075074,0.03184713375796178,661,80.82677880591564,2053.1777608344273,35.0479261109349,600.0000000000005,0,291,3,0,0,0.004006238064636787,0.2729032860934594,2273937922.1970196,4454.138087639585,19,831.000722883675,645.4921378222258,1405800.0,12299.161639154081,327,12,0.5569950724993739,0.5663093713706008,0.6955503316295973,0.2751459429724206,360.54545454545456,0.52
type=lease_rpm=40_seed=7,lease,40,lease,7,801,624,9,0.014218009478672985,0.04455445544554455,624,148.96297240683066,2337.7138520034578,193.1976887134875,600.0000000000005,0,449,3,0,0,0.011388260787589394,0.38210007030486864,2238891336.4070287,762.4164318741962,2,165.50926287681602,156.0806730858942,1575000.0,18490.174428242546,321,7,0.3922154976470472,0.39970724737709096,0.7476138134874385,0.2415794817607247,340.3636363636364,0.55
type=lease_rpm=40_seed=8,lease,40,lease,8,989,820,12,0.014423076923076924,0.06557377049180328,820,45.12991706231628,3366.923539177987,34.531675723590325,600.0000000000005,0,518,0,0,0,0.009107647716468487,0.4954257183427661,3830128901.7408304,2182.759283418982,13,95.70300760540448,86.8478859991676,1781400.0,21815.231118596534,367,6,0.47696655805916616,0.49061890574005895,0.6810795016308923,0.24764685679913212,447.2727272727273,0.6
type=lease_rpm=40_seed=9,lease,40,lease,9,897,716,10,0.013774104683195593,0.05181347150259067,716,155.37898888741063,2407.360068681297,62.97412713711976,600.0000000000005,0,572,1,0,0,0.002706733088761467,0.11651080347848398,1583064032.5890741,835.4301845239747,2,512.8446398570978,486.49036049334245,1608600.0,21480.026625836414,411,5,0.47869438246856155,0.4902953218794806,0.8235406469259908,0.3342277700017105,390.54545454545456,0.61
type=lease_rpm=40_seed=10,lease,40,lease,10,637,532,6,0.011152416356877323,0.04477611940298507,532,237.04187197364263,2260.2238809111877,30.349610541965053,600.0000000000005,0,251,0,0,0,0.006435347336472172,0.28578320707816446,3173727499.315206,511.8069086553145,1,494.55009033201924,488.86013331303525,1105200.0,17512.885993019758,302,3,0.5353187061393686,0.5438551932686511,0.6664648079674955,0.3202116061066313,290.1818181818182,0.45
type=clairvoyant_rpm=10_seed=1,clairvoyant,10,clairvoyant,1,655,547,5,0.009057971014492754,0.03355704697986577,547,95.92443995250073,2608.7017147565944,0.26425519743053855,600.0000000000005,0,213,0,0,0,0.0034975894670690394,0.3855542453179848,3361193476.318349,57.0,19,0.0,0.0,0.0,0.0,294,2,0.509023708944197,0.5149844660168371,0.5511955934060153,0.23511546163038952,298.3636363636364,0.23
type=clairvoyant_rpm=10_seed=2,clairvoyant,10,clairvoyant,2,765,624,12,0.018867924528301886,0.0759493670886076,624,85.04373593009223,2270.1614218931154,14.762814142933811,600.0000000000005,0,337,1,0,0,0.02881745675760831,0.27728402160328014,3070504360.1962543,42.0,14,0.0,0.0,0.0,0.0,294,9,0.5042707279125089,0.5148526394233129,0.6094128960154429,0.3385359879857062,340.3636363636364,0.26
type=clairvoyant_rpm=10_seed=3,clairvoyant,10,clairvoyant,3,759,577,21,0.03511705685618729,0.11170212765957446,577,37.002270940171,3020.684685686317,2.030963378309468,600.0000000000005,0,442,0,0,0,0.02005649486602186,0.44428718394321587,4106712395.9914255,141.0,47,0.0,0.0,0.0,0.0,299,6,0.44104146487857937,0.46176029955578457,0.5361342929009648,0.22227859746019168,314.72727272727275,0.26
type=clairvoyant_rpm=10_seed=4,clairvoyant,10,clairvoyant,4,716,573,8,0.013769363166953529,0.05161290322580645,573,56.9100697222143,3408.656557157613,2.3241701418852867,600.0000000000005,0,260,0,0,0,0.008976412829319052,0.3069787914356333,3626486941.0158978,63.0,21,0.0,0.0,0.0,0.0,267,7,0.477974862219772,0.48956116420465745,0.5792156300343176,0.2047665373821832,312.54545454545456,0.24
type=clairvoyant_rpm=10_seed=5,clairvoyant,10,clairvoyant,5,929,675,43,0.05988857938718663,0.17757009345794392,675,26.520909341027618,3973.033502417295,3.852013740365304,600.0000000000005,0,895,0,0,0,0.03595440543385989,0.07258778321004825,6764761343.088213,38.99999999999997,13,0.0,0.0,0.0,0.0,364,4,0.3602545357952264,0.3910213404139074,0.5788834705832363,0.2682340727184776,368.1818181818182,0.39
