scenario,variant,seed,content_snr,rate_per_min,policy,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,spawns,children,children_aborted,join_p99,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
multiagent,gate_vtfq0,1,0.6,1.0,reactive_gate,354,297,3,0.01,0.03571428571428571,297,195.3876144085084,3611.2377929186587,3.760283317331281,600.0000000000005,0,115,0,0,0,0.002775010759847375,0.5073240887098228,4886956904.911287,0.0,0,0.0,0.0,0.0,0.0,241,39,74,204,4,3477.8244999999997,0.6446676626805672,0.6571423904407205,0.511705202254921,0.2933190936014176,162.0,0.23
multiagent,gate_vtfq0,2,0.6,1.0,reactive_gate,370,327,2,0.0060790273556231,0.02564102564102564,327,199.9183687587656,2511.655663207578,0.0,600.0,0,68,0,0,0,0.0093955218306271,0.4561488585141806,4967853737.804698,0.0,0,0.0,0.0,0.0,0.0,197,67,50,140,1,3453.318440000002,0.6846308650273847,0.6908402565667627,0.47512750409544163,0.3216006523141125,178.36363636363637,0.21
multiagent,gate_vtfq0,3,0.6,1.0,reactive_gate,361,290,1,0.003436426116838488,0.011904761904761904,290,151.52023774074337,2926.936232694886,5.480766847926455,600.0,0,115,0,0,0,0.001612181407297498,0.39474020840157853,5002875215.827113,0.0,0,0.0,0.0,0.0,0.0,180,41,63,201,1,2595.105909999998,0.5609005305743833,0.5637169110860512,0.4848959463909933,0.3478281661037888,158.1818181818182,0.21
multiagent,gate_vtfq0,4,0.6,1.0,reactive_gate,351,281,1,0.0035460992907801418,0.014492753623188406,281,211.88535837959262,3319.0387715778647,4.204407444308927,600.0,0,173,0,0,0,0.0013268968129262135,0.41244830446568115,5449162301.154341,0.0,0,0.0,0.0,0.0,0.0,227,32,77,211,5,2946.41889,0.5461136733610609,0.5495921044015771,0.5438329214500777,0.33943034341872863,153.27272727272728,0.23
multiagent,gate_vtfq0,5,0.6,1.0,reactive_gate,474,370,7,0.01856763925729443,0.09210526315789473,370,354.1205121070573,3751.769975752949,3.0253506012378186,600.0000000000005,0,365,0,0,0,0.0129288110650015,0.4351958248828283,5470870050.432784,0.0,0,0.0,0.0,0.0,0.0,253,26,79,237,7,5465.06441,0.4549052633776649,0.467881478318565,0.6149280496106903,0.3576398988978579,201.8181818181818,0.28
multiagent,gate_vtfq0,6,0.6,1.0,reactive_gate,442,384,1,0.0025974025974025974,0.011363636363636364,384,70.33828389437355,3050.625679949386,0.0,600.0000000000005,0,150,0,0,0,3.180064535728397e-05,0.3871707806282047,5755062020.429214,0.0,0,0.0,0.0,0.0,0.0,202,61,61,183,3,2923.65283,0.5930256623189533,0.5936288711690169,0.5013581170843047,0.3332246248220097,209.45454545454547,0.22
multiagent,gate_vtfq0,7,0.6,1.0,reactive_gate,287,209,1,0.004761904761904762,0.014285714285714285,209,408.0277059612663,3601.9075376248866,0.8671325067343141,600.0000000000005,0,231,0,0,0,0.0005704890650226399,0.28391251569097764,5823442320.298529,0.0,0,0.0,0.0,0.0,0.0,165,99,71,209,4,3516.2498000000014,0.4400468655437111,0.44276320421990684,0.43118953783022534,0.3386507845519483,114.0,0.2
multiagent,gate_vtfq0,8,0.6,1.0,reactive_gate,439,346,5,0.014245014245014245,0.05952380952380952,346,40.55632067230442,3146.198686110992,5.794296266103174,600.0000000000005,0,368,0,0,0,0.003865521305599949,0.5429350618862321,6525574862.911304,0.0,0,0.0,0.0,0.0,0.0,189,45,70,204,5,5080.591649999998,0.44384280937118037,0.45558468263496815,0.4422616365902616,0.2819990019174026,188.72727272727275,0.23
multiagent,gate_vtfq0,9,0.6,1.0,reactive_gate,439,369,3,0.008064516129032258,0.028846153846153848,369,220.2503842878441,2827.6402922628367,4.043327514804537,600.0,0,155,0,0,0,0.003725800039157942,0.3207341855260981,5140276951.649648,0.0,0,0.0,0.0,0.0,0.0,239,51,95,278,4,3760.585549999984,0.6238436468028873,0.6290368237914141,0.6327218008207071,0.37765083394256105,201.27272727272728,0.28
multiagent,gate_vtfq0,10,0.6,1.0,reactive_gate,458,399,0,0.0,0.0,399,184.5493240166934,1843.4350296755254,27.49729367726537,600.0,0,65,1,0,0,0.00033308515278178527,0.23132845450881961,3268900355.9224687,0.0,0,0.0,0.0,0.0,0.0,255,72,66,199,1,2430.4983000000016,0.6650629610257782,0.6650629610257782,0.6389169956091363,0.368757951413112,217.63636363636365,0.26
multiagent,gate_srpt0,1,0.6,1.0,reactive_gate,356,302,2,0.006578947368421052,0.023809523809523808,302,191.89073224083813,3016.440352158057,3.728203030519925,600.0000000000005,0,108,0,0,0,0.0026192261301348726,0.5091694633552339,4903603014.48417,0.0,0,0.0,0.0,0.0,0.0,244,45,72,198,5,3471.568919999999,0.6359530008797061,0.6441588460523475,0.5104392773569024,0.290979377945123,164.72727272727275,0.22
multiagent,gate_srpt0,2,0.6,1.0,reactive_gate,369,321,1,0.003105590062111801,0.013157894736842105,321,180.73141344367014,2621.0754423380586,0.0,600.0,0,69,0,0,0,0.009735083101819354,0.45480056093440946,4929523885.121896,0.0,0,0.0,0.0,0.0,0.0,197,66,48,136,1,3460.9133200000006,0.6784180740029424,0.6828521790617852,0.4690602177504209,0.32365813182097913,175.0909090909091,0.19
multiagent,gate_srpt0,3,0.6,1.0,reactive_gate,369,301,1,0.0033112582781456954,0.011764705882352941,301,176.6408993482928,2707.9493195695927,2.6387219785896723,600.0000000000005,0,98,1,0,0,0.0033909169316355963,0.3813594021619282,4873432704.58579,0.0,0,0.0,0.0,0.0,0.0,184,41,64,204,2,2614.8035399999985,0.5823972335671591,0.5853348223848146,0.49704964557838,0.34966533754672263,164.1818181818182,0.23
multiagent,gate_srpt0,4,0.6,1.0,reactive_gate,358,289,2,0.006872852233676976,0.02857142857142857,289,200.84680851087523,3326.9835894206794,3.003793675877178,600.0,0,161,0,0,0,0.0015413454342459957,0.4106819030243358,5462562505.057855,0.0,0,0.0,0.0,0.0,0.0,226,38,80,223,4,2947.43448,0.5512012274992067,0.5582679099030426,0.5530776954076017,0.333778098479902,157.63636363636365,0.21
multiagent,gate_srpt0,5,0.6,1.0,reactive_gate,471,360,9,0.024390243902439025,0.10666666666666667,360,331.9919998982325,3794.268844272583,4.651172438061942,600.0000000000005,0,340,0,0,0,0.015900599095281888,0.44437224985388096,5595070292.196133,0.0,0,0.0,0.0,0.0,0.0,239,26,78,230,8,5466.3096000000005,0.4413097976786981,0.45508705542901906,0.6064139917565075,0.3625193884489091,196.36363636363637,0.28
multiagent,gate_srpt0,6,0.6,1.0,reactive_gate,443,383,1,0.0026041666666666665,0.011363636363636364,383,71.21864382753813,2947.2775020533472,0.5007506618342815,600.0000000000005,0,129,0,0,0,3.06394097672401e-05,0.3944351759972824,5363570677.639402,0.0,0,0.0,0.0,0.0,0.0,202,60,60,179,4,3383.2564000000007,0.6141909332974639,0.6148460201564523,0.5107960611240612,0.33159183366988093,208.9090909090909,0.23
multiagent,gate_srpt0,7,0.6,1.0,reactive_gate,294,219,1,0.004545454545454545,0.0136986301369863,219,344.63767877951886,3427.9707899128152,0.0,600.0000000000005,0,179,0,0,0,0.0005414595983773617,0.2821979136305382,5701879743.076976,0.0,0,0.0,0.0,0.0,0.0,172,101,71,209,4,3747.3872199999987,0.4665191750492831,0.4693989230434144,0.43979647509145947,0.3557586006752971,119.45454545454545,0.18
multiagent,gate_srpt0,8,0.6,1.0,reactive_gate,451,355,7,0.019337016574585635,0.08045977011494253,355,40.896747703219944,3093.2256149573996,1.8881624346822719,600.0000000000005,0,314,0,0,0,0.021679213892500684,0.5698413314195713,6491416645.972775,0.0,0,0.0,0.0,0.0,0.0,191,47,69,199,6,5187.867799999998,0.4494719034730919,0.4662516057269513,0.43792328122167185,0.27026825614790506,193.63636363636365,0.24
multiagent,gate_srpt0,9,0.6,1.0,reactive_gate,437,365,2,0.005449591280653951,0.019801980198019802,365,205.93751936472245,2707.3886328828357,5.75064916702263,600.0000000000005,0,168,0,0,0,0.0033438218618350507,0.3424465730859627,5201698758.402431,0.0,0,0.0,0.0,0.0,0.0,229,41,92,270,4,3844.943120000007,0.6358838663275521,0.6396561108642751,0.6271788502492878,0.3635700973992815,199.0909090909091,0.27
multiagent,gate_srpt0,10,0.6,1.0,reactive_gate,452,394,0,0.0,0.0,394,174.5274924530786,2287.2382671786986,18.94103794639406,600.0000000000005,0,61,0,0,0,0.0,0.22158972215602363,3131016257.9140315,0.0,0,0.0,0.0,0.0,0.0,257,76,66,201,1,2401.466,0.6764120672083137,0.6764120672083137,0.6439431348177287,0.3706056823042372,214.9090909090909,0.24
multiagent,lease0,1,0.6,1.0,lease,355,297,2,0.006688963210702341,0.024096385542168676,297,161.48456209229198,2933.8826390933746,2.7375884367780334,600.0000000000005,0,110,0,0,0,0.0026684788640937494,0.5149581232219833,4223469672.558078,1656.5331016596924,12,912.6141977539377,611.3600312055319,345000.0,1769.2148143976917,240,44,68,188,3,3487.2606200000005,0.6222449064792616,0.6302738730144778,0.5018077234565204,0.2840092857223272,162.0,0.43
multiagent,lease0,2,0.6,1.0,lease,367,322,1,0.0030959752321981426,0.012987012987012988,322,195.62765991766128,2661.864319732247,0.0,600.0,0,69,0,0,0,0.009132024953344111,0.45772144197429926,3891776960.5636573,3195.5417536971536,22,1604.4609128013644,953.7738612769526,289200.0,1506.2205107036848,196,50,49,138,1,3453.421170000002,0.6814972483832225,0.6859514787648121,0.47110685311447814,0.3192145285830239,175.63636363636365,0.4
multiagent,lease0,3,0.6,1.0,lease,358,282,1,0.0035335689045936395,0.012195121951219513,282,155.69320327519688,3292.2841425764072,0.0085611275357215,600.0000000000005,0,132,0,0,0,0.0015679834306688784,0.39717113204149984,4517626245.117208,3546.9814044747,27,1221.5636895374107,978.1892594191213,265800.0,3003.519272480633,182,43,62,198,2,2620.7747799999984,0.5551289438118853,0.5579068952355213,0.48283013209013215,0.3357218869949597,153.8181818181818,0.4
multiagent,lease0,4,0.6,1.0,lease,353,280,2,0.0070921985815602835,0.028985507246376812,280,190.0085734707177,3263.182169012178,5.118557628181098,600.0000000000005,0,190,0,0,0,0.001327916719730542,0.4228074542213573,4288006247.441036,1820.9584600818748,5,1473.1020402134313,957.6744650425644,331800.0,3240.7616450953074,226,28,78,217,4,2984.34582,0.5436552043055294,0.5506251428222669,0.5577357007454352,0.3249321668680837,152.72727272727272,0.43
multiagent,lease0,5,0.6,1.0,lease,468,361,8,0.02168021680216802,0.0945945945945946,361,313.5048547952497,4030.0787616464927,3.1402945005656497,600.0000000000005,0,368,0,0,0,0.016015945753170266,0.4437622405357448,5594555917.512248,1025.6550695497356,8,731.8447152465423,673.9649964452212,427800.0,7051.5196493331105,238,17,77,229,6,5463.217500000001,0.43757459548010097,0.44706269217377026,0.5993531696977791,0.36348265794601736,196.9090909090909,0.53
multiagent,lease0,6,0.6,1.0,lease,436,377,1,0.0026455026455026454,0.011363636363636364,377,57.72109992257083,3100.493258124173,5.222533058227972,600.0000000000005,0,148,0,0,0,2.8085989615378284e-05,0.402279454007452,4982516338.095164,8687.933917431987,33,1888.203878987968,851.4617857062317,381600.0,2968.348081535658,198,49,62,187,4,3376.3868299999976,0.5855634929017466,0.5860406173393906,0.5098689103211603,0.320698056188202,205.63636363636365,0.44
multiagent,lease0,7,0.6,1.0,lease,290,206,2,0.009615384615384616,0.029850746268656716,206,325.40530755727104,3663.0545932170535,0.0,600.0000000000005,0,227,0,0,0,0.0021091681983189366,0.28651812361978934,5254199989.461482,1024.3738875529573,3,1343.3848428524727,811.8585052369785,194400.0,949.358601478432,166,97,70,206,4,3723.74694,0.4346945010374051,0.4400944327273108,0.4308961874635781,0.334486243881168,112.36363636363637,0.38
multiagent,lease0,8,0.6,1.0,lease,444,347,6,0.0169971671388102,0.07142857142857142,347,39.48166414318894,3133.6027515940073,1.1795150976558038,600.0000000000005,0,371,0,0,0,0.0038589627254695643,0.548554773498308,6031985738.158328,3602.3715503674607,19,948.4980509285592,504.2774463386527,396000.0,5620.264782019566,187,44,67,197,5,5229.395239999997,0.4371906954975937,0.451143590034751,0.4410995161996568,0.2753628133125278,189.27272727272728,0.43
multiagent,lease0,9,0.6,1.0,lease,434,362,1,0.0027548209366391185,0.01,362,218.80078671474098,2794.3806817941713,5.027010052487553,600.0000000000005,0,159,0,0,0,6.304068683533402e-05,0.3256768308641963,4735305198.596405,1555.3627955957782,7,1359.4474489012796,858.242013836312,339000.0,2262.924784548144,235,33,92,268,4,3816.5131399999927,0.6210637136333924,0.6242163213168107,0.6357353488409739,0.368742431441209,197.45454545454547,0.51
multiagent,lease0,10,0.6,1.0,lease,459,401,0,0.0,0.0,401,185.75429405098384,2213.423224823264,18.475563173117084,600.0,0,58,2,0,0,0.0004119936075355702,0.2160154456339825,2769557969.5898724,3906.9793124715725,34,2129.724207095946,1078.3890595528997,353400.0,3198.225792672026,254,80,63,190,0,2433.5158599999986,0.6691830903745206,0.6691830903745206,0.6324147468151062,0.3622864482663889,218.72727272727275,0.52
multiagent,needs,1,0.6,1.0,needs,303,217,5,0.02252252252252252,0.07575757575757576,217,237.01648272187185,2826.098796632477,19.88392228842605,600.0000000000005,0,213,0,0,0,0.00426887150557767,0.5178799752075401,5190921283.67624,0.0,0,506722.57594066026,413154.54961516993,1420800.0,13293.937985915167,207,65,56,154,1,3361.5292499999996,0.4229000124145776,0.4367207560722652,0.40176273974520854,0.2406481957105199,118.36363636363637,4.63
multiagent,needs,2,0.6,1.0,needs,329,256,2,0.007751937984496124,0.03125,256,292.0028934629845,3233.9899758749552,10.641472773470877,600.0,0,105,0,0,0,0.004248061660842031,0.4707652316099394,5792997083.893412,0.0,0,418063.7683540286,341837.1434405551,1258800.0,11118.097108732964,157,60,44,126,0,3485.2006900000015,0.512036073586486,0.518031319837425,0.38758812674825177,0.2723512383773092,139.63636363636365,4.58
multiagent,needs,3,0.6,1.0,needs,304,215,5,0.022727272727272728,0.06944444444444445,215,119.32824408083161,2814.985638226353,158.95162647969636,600.0,0,237,0,0,0,0.017506389862046973,0.4512805406592749,5438293960.836856,0.0,0,406328.5811907371,361169.3255670272,996000.0,6621.498787587794,147,51,55,172,1,2704.8566000000005,0.38957321087052477,0.40071542836442453,0.3893233204035548,0.27296755613517615,117.27272727272728,4.45
multiagent,needs,4,0.6,1.0,needs,294,200,3,0.014778325123152709,0.03571428571428571,200,190.6226865924168,3649.4093874737896,190.35673608146834,600.0000000000005,0,271,0,0,0,0.005898354997245951,0.4445152941386581,5581579755.271554,0.0,0,450494.8955307921,390626.8218649836,1341600.0,16603.590215197128,158,50,64,169,3,3026.816,0.32802151787472983,0.32450202652857174,0.41700268944250196,0.24242999197297696,109.0909090909091,4.29
multiagent,needs,5,0.6,1.0,needs,343,192,17,0.08133971291866028,0.27419354838709675,192,142.71932853176867,4588.885855750893,321.7793769173541,600.0000000000005,0,676,0,0,0,0.018279374912435187,0.536820658465347,6679639046.114361,0.0,0,575499.403315199,479831.3354078859,1357200.0,19942.975754499803,192,32,61,181,14,3642.30743,0.17810316608925472,0.19344889732635964,0.38265630970360665,0.2275514831899816,104.72727272727273,4.62
multiagent,needs,6,0.6,1.0,needs,385,294,1,0.003389830508474576,0.015151515151515152,294,31.760502555453286,2966.982749804563,78.5842498204165,600.0000000000005,0,281,0,0,0,0.0024293626650568074,0.4492290894470725,5744668929.848746,0.0,0,424231.8508388509,328427.7967199851,1596000.0,9343.347525104342,172,79,51,150,1,3376.298999999998,0.41605211115699914,0.4156176266969818,0.41137203636525516,0.23648982662901238,160.36363636363637,4.93
multiagent,needs,7,0.6,1.0,needs,254,154,6,0.0375,0.1,154,417.93327513313056,3379.995021826608,230.97595955287784,600.0000000000005,0,241,0,0,0,0.024607760267162927,0.3035590284760849,5143405982.882565,0.0,0,479558.296757617,417523.33557333506,834000.0,8915.91943305852,161,50,61,180,3,3254.654799999996,0.29240911770626615,0.3027033644343016,0.3842423247337154,0.2895825340942335,84.0,4.18
multiagent,needs,8,0.6,1.0,needs,388,274,14,0.04861111111111111,0.1728395061728395,274,56.185281971268296,3690.8484759388434,64.03278588294518,600.0000000000005,0,396,0,0,0,0.028273432738932222,0.5482005813076528,6294930928.860138,0.0,0,516358.2079814453,376184.55147948203,1542000.0,13163.67193071992,162,40,55,166,3,4908.611440000006,0.34248971644251625,0.36881936274615457,0.38606335438924505,0.24782648949896313,149.45454545454547,4.85
multiagent,needs,9,0.6,1.0,needs,329,219,6,0.02666666666666667,0.07407407407407407,219,320.0871436193611,3813.916217047374,304.824205671073,600.0000000000005,0,390,0,0,0,0.009892993124853384,0.367164595071778,5939661037.987151,0.0,0,701757.7257303323,542802.8475297759,1317600.0,20313.026093948603,176,37,71,210,2,4183.413599999991,0.27404913395256425,0.279570353751881,0.3980670481861889,0.23742441515589305,119.45454545454545,4.8
multiagent,needs,10,0.6,1.0,needs,382,309,0,0.0,0.0,309,299.7823555654204,3050.3140061842373,222.12830357286592,600.0000000000005,0,136,0,0,0,0.0,0.1939630202178315,3936427464.567275,0.0,0,422710.166030792,357214.8230543776,1556400.0,18501.08704364093,210,83,53,155,0,2163.77661,0.4441834599374259,0.4441834599374259,0.5001076315154753,0.2759314493712022,168.54545454545456,5.39
multiagent,needs_pre,1,0.6,1.0,needs,295,215,6,0.027149321266968326,0.08571428571428572,215,298.3870711597067,2955.0126006051287,17.366719921754168,600.0000000000005,0,217,0,0,0,0.015175977632487906,0.5284364154942197,5477120884.380659,0.0,0,525974.2775296958,412714.47878734826,1516200.0,12240.004830269583,196,69,56,155,1,3092.023160000001,0.41065196552708344,0.4268809871579488,0.3974780698410386,0.23566634882197454,117.27272727272728,4.65
multiagent,needs_pre,2,0.6,1.0,needs,313,238,4,0.01652892561983471,0.0625,238,289.5507787371391,3194.3887626061423,82.48473106498612,600.0000000000005,0,120,0,0,0,0.008521078545739682,0.4871422031398673,5520287021.328336,0.0,0,424649.59254965733,339886.64524986816,1213200.0,9873.566788385098,146,53,43,127,0,3491.5477999999994,0.47693517964002585,0.48448612112364814,0.3713574874465812,0.2549068376926709,129.8181818181818,4.4
multiagent,needs_pre,3,0.6,1.0,needs,300,209,5,0.02336448598130841,0.06944444444444445,209,119.53154229320444,3554.8765748942633,109.06533585844984,600.0,0,223,0,0,0,0.0037418177009332777,0.4252766578143722,5246982269.746783,0.0,0,424477.1139237226,363801.2390312361,1029000.0,7344.694913792468,149,55,56,176,1,2751.3388699999996,0.3934543109724752,0.404713292021907,0.387313982634842,0.2773421258171203,114.0,4.54
multiagent,needs_pre,4,0.6,1.0,needs,300,205,7,0.0330188679245283,0.1,205,186.52667387618476,3742.7470697036556,177.25179194903433,600.0000000000005,0,265,0,0,0,0.02689573972801002,0.4751634207618438,5334280967.526074,0.0,0,429190.59178251965,354442.7737074794,1401000.0,17851.922234655587,155,51,63,172,3,3115.97067,0.3314466732849034,0.3400133955533926,0.4099054022193085,0.2443429706046296,111.81818181818183,4.34
multiagent,needs_pre,5,0.6,1.0,needs,321,164,17,0.09392265193370165,0.30357142857142855,164,232.28348289094413,5243.607719158434,452.709181250525,600.0000000000005,0,673,0,0,0,0.0050985176873611674,0.561386801376764,6711404998.01761,0.0,0,622327.0333606274,563167.1605902148,1230000.0,24033.099262476535,186,32,61,181,9,3733.206,0.14568673598790044,0.15810599065855577,0.34475647142903393,0.18464147117716406,89.45454545454545,4.17
multiagent,needs_pre,6,0.6,1.0,needs,380,292,2,0.006802721088435374,0.029850746268656716,292,28.47636657798148,2890.303397903806,137.1976622137801,600.0000000000005,0,289,0,0,0,0.0001480814001350633,0.4443091628388006,5554638380.262624,0.0,0,389417.75646294415,303449.8566076048,1567200.0,9016.835346804077,162,68,48,141,2,3822.3526800000004,0.43049697684491706,0.43267750717251685,0.40157222132786197,0.24137160387795029,159.27272727272728,4.79
multiagent,needs_pre,7,0.6,1.0,needs,258,158,8,0.04819277108433735,0.12903225806451613,158,417.52886619181606,3573.8502109653186,146.15365773042168,600.0000000000005,0,269,0,0,0,0.0045892408648135425,0.2752787615884164,5468717468.526983,0.0,0,482335.77197971503,391281.9061565071,855600.0,9008.734130636563,161,50,65,190,3,3245.7651299999984,0.3041928240759173,0.3138561886475005,0.39066445080209145,0.3097911589291177,86.18181818181819,4.24
multiagent,needs_pre,8,0.6,1.0,needs,383,263,15,0.0539568345323741,0.19736842105263158,263,80.53749538828197,3750.238008515212,130.82862871478133,600.0000000000005,0,456,0,0,0,0.030458839243245935,0.58177479112751,6039881328.720429,0.0,0,516152.82214381755,403985.6749699643,1513200.0,16856.392717312843,147,36,51,153,4,5155.855439999999,0.270471300284975,0.2892873767931693,0.3765566141017548,0.22043344657449623,143.45454545454547,4.74
multiagent,needs_pre,9,0.6,1.0,needs,323,208,6,0.028037383177570093,0.0759493670886076,208,382.82697490987766,3909.805869684282,332.53549540151266,600.0000000000005,0,392,0,0,0,0.01465472637598701,0.34862742767363275,5851407939.202721,0.0,0,690088.0441776429,539508.3660657178,1238400.0,19281.033646092634,175,40,71,208,1,4875.697979999998,0.27064102008913016,0.2756313715997422,0.3942618169556139,0.22627971144764666,113.45454545454545,4.86
multiagent,needs_pre,10,0.6,1.0,needs,383,306,2,0.006493506493506494,0.02702702702702703,306,304.941683240138,2624.794188648628,204.6687835749451,600.0000000000005,0,159,1,0,0,0.003648922011544839,0.1881481761538221,4077652501.943554,0.0,0,434668.8987223035,334939.8760101625,1580400.0,17596.8261175235,212,75,52,152,0,2464.7763099999993,0.44957543770697966,0.4530726589549772,0.4997984756013663,0.28629735925622146,166.9090909090909,5.31
multiagent,needs_jev,1,0.6,1.0,needs,307,235,4,0.016736401673640166,0.05405405405405406,235,331.36395418440065,3454.4632999647056,13.974716301432606,600.0000000000005,0,190,0,0,0,0.003664875769896311,0.5353210295157429,5326936214.418351,0.0,0,466721.6238058593,365443.71457534644,1584600.0,12853.366706492983,219,59,59,157,4,3477.089,0.4647473554606573,0.47680412683404444,0.41839720278101533,0.24281463911451137,128.1818181818182,11.77
multiagent,needs_jev,2,0.6,1.0,needs,311,235,3,0.012605042016806723,0.046875,235,312.8669652141325,3369.5022474581547,31.184238718839595,600.0,0,116,0,0,0,0.004458628307103609,0.4723847427497408,5736120723.050308,0.0,0,427403.2191272984,348047.6818624896,1204200.0,10796.232826016221,154,57,45,128,0,3491.9589199999996,0.4962579182691835,0.5011344176070723,0.3794829265896141,0.27038496354385605,128.1818181818182,11.04
multiagent,needs_jev,3,0.6,1.0,needs,298,203,5,0.02403846153846154,0.07246376811594203,203,114.0713551178651,3996.4698764012082,176.55208436250828,600.0000000000005,0,244,0,0,0,0.003918804460704694,0.4347075114665657,5483716240.411429,0.0,0,391902.98866316926,336819.7262288332,960600.0,6398.158510471456,145,58,55,171,1,2658.1260199999997,0.3857985429227008,0.3968433384107865,0.37313404853422044,0.26729139300356275,110.72727272727273,10.55
