scenario,variant,seed,content_snr,rpm,policy,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,budget_errs,usd,usd_per_req,usd_waste_frac,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,spawns,children,children_aborted,join_p99,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
hosted_stress,gate_vtfq0,1,0.6,10,reactive_gate,536,382,19,0.04738154613466334,0.1328125,382,26.60392079331507,3612.7221023163734,0.0,600.0000000000005,288,0,0.0,0.0,0.0,439,0,0,9,0.05127677980048076,0.4509511689529026,7975206646.118978,0.0,0,0.0,0.0,0.0,0.0,308,8,0,0,0,nan,0.3321392397184205,0.35140234852979746,0.3323488097643098,0.19985376013442657,208.36363636363637,0.29
hosted_stress,gate_vtfq0,2,0.6,10,reactive_gate,634,452,19,0.040339702760084924,0.11363636363636363,452,33.592861965811835,2408.0447491756568,0.0,600.0000000000005,201,0,0.0,0.0,0.0,500,0,0,14,0.035395341585294934,0.28811338990535684,7260003015.200032,0.0,0,0.0,0.0,0.0,0.0,266,12,0,0,0,nan,0.3676900096995223,0.37564414870336665,0.35210474709029393,0.2976596813873471,246.54545454545456,0.29
hosted_stress,gate_vtfq0,3,0.6,10,reactive_gate,687,488,14,0.027888446215139442,0.08433734939759036,488,20.084859255496838,3611.867511631358,1.4917571080249787,600.0000000000005,313,0,0.0,0.0,0.0,591,0,0,5,0.01062132759438553,0.43769361654120204,6821762693.520628,0.0,0,0.0,0.0,0.0,0.0,350,6,0,0,0,nan,0.36894209886406293,0.38116841240059984,0.4122520232048045,0.2532874625924881,266.1818181818182,0.37
hosted_stress,gate_vtfq0,4,0.6,10,reactive_gate,614,434,12,0.026905829596412557,0.09448818897637795,434,16.031069726287683,3989.14531298955,0.0,600.0000000000005,338,0,0.0,0.0,0.0,466,0,0,16,0.04308948473074857,0.47067708714961687,7949747357.712652,0.0,0,0.0,0.0,0.0,0.0,254,11,0,0,0,nan,0.31528572688379997,0.324720201981118,0.3545266503739316,0.14186894640142086,236.72727272727275,0.34
hosted_stress,gate_vtfq0,5,0.6,10,reactive_gate,804,523,60,0.10291595197255575,0.2714285714285714,523,14.903139643882696,4385.966932744561,0.8276103509864433,600.0000000000005,415,0,0.0,0.0,0.0,1236,0,0,7,0.06485130834689756,0.018631655143952958,9550639958.611717,0.0,0,0.0,0.0,0.0,0.0,481,4,0,0,0,nan,0.3034776401998514,0.34090699694543397,0.4133937632090132,0.2302797906945796,285.2727272727273,0.5
hosted_stress,gate_vtfq0,6,0.6,10,reactive_gate,646,491,17,0.03346456692913386,0.12056737588652482,491,15.150903058504582,2078.4978281620306,0.0,600.0000000000005,204,0,0.0,0.0,0.0,472,0,0,9,0.020763846399139214,0.37419571136938085,7644928349.164245,0.0,0,0.0,0.0,0.0,0.0,315,11,0,0,0,nan,0.3972441286837891,0.41580058679158916,0.36269732406193345,0.2104855293730492,267.8181818181818,0.29
hosted_stress,gate_vtfq0,7,0.6,10,reactive_gate,681,437,25,0.05411255411255411,0.15625,437,13.182476127771224,2958.5744620523874,0.0,600.0000000000005,124,0,0.0,0.0,0.0,778,0,0,14,0.028205551334622964,0.4490188289653638,7336613747.281837,0.0,0,0.0,0.0,0.0,0.0,227,8,0,0,0,nan,0.31493685012654665,0.329824773251388,0.3410449472286972,0.2048788832438446,238.36363636363637,0.24
hosted_stress,gate_vtfq0,8,0.6,10,reactive_gate,773,545,29,0.050522648083623695,0.1836734693877551,545,11.216840801242142,3587.826606635256,0.0,600.0000000000005,144,0,0.0,0.0,0.0,854,0,0,18,0.047975286714977125,0.5935722833402853,7728812859.454563,0.0,0,0.0,0.0,0.0,0.0,227,7,0,0,0,nan,0.32093392472509674,0.3404644544684521,0.2714630957774864,0.17376965493436003,297.2727272727273,0.33
hosted_stress,gate_vtfq0,9,0.6,10,reactive_gate,752,513,37,0.06727272727272728,0.21142857142857144,513,24.672894598362745,3144.778348919898,0.0,600.0000000000005,246,0,0.0,0.0,0.0,840,0,0,18,0.04058244072837219,0.14450570519162653,8811886118.435179,0.0,0,0.0,0.0,0.0,0.0,382,10,0,0,0,nan,0.33125076612480886,0.3609574209018578,0.39033797812257187,0.2989414100447217,279.8181818181818,0.5
hosted_stress,gate_vtfq0,10,0.6,10,reactive_gate,554,417,15,0.034722222222222224,0.11904761904761904,417,168.81230747018208,3582.8165421089698,1.4266105121420574,600.0000000000005,251,0,0.0,0.0,0.0,399,0,0,6,0.026107784821038062,0.3269227955249886,7343281147.785416,0.0,0,0.0,0.0,0.0,0.0,213,3,0,0,0,nan,0.37424033780585086,0.3911203978358029,0.41719316959256025,0.2697172427774145,227.45454545454547,0.28
hosted_stress,gate_srpt0,1,0.6,10,reactive_gate,593,452,21,0.04439746300211417,0.12056737588652482,452,61.202931027535044,3052.699476568842,0.0,600.0000000000005,409,0,0.0,0.0,0.0,282,0,0,5,0.04296594849599973,0.41412515884356016,6441127454.473125,0.0,0,0.0,0.0,0.0,0.0,324,4,0,0,0,nan,0.42019170858379196,0.4412686035697258,0.42092364694622514,0.23612174777488074,246.54545454545456,0.31
hosted_stress,gate_srpt0,2,0.6,10,reactive_gate,659,493,17,0.03333333333333333,0.09859154929577464,493,72.65714053762622,2261.5137961119585,0.0,600.0000000000005,344,0,0.0,0.0,0.0,426,0,0,0,0.04271624274686534,0.28254550558928454,6407083067.487841,0.0,0,0.0,0.0,0.0,0.0,332,11,0,0,0,nan,0.43006865589751686,0.44455607076713427,0.4460717169936545,0.316220386325704,268.90909090909093,0.3
hosted_stress,gate_srpt0,3,0.6,10,reactive_gate,719,543,22,0.03893805309734513,0.11229946524064172,543,28.494181929780325,3117.989327474571,0.6600985532820949,600.0000000000005,337,0,0.0,0.0,0.0,398,0,0,4,0.011049156976520206,0.44099905356705793,6306123296.791778,0.0,0,0.0,0.0,0.0,0.0,312,8,0,0,0,nan,0.4211302621023891,0.4404828319677653,0.43031985643696585,0.2672029322600096,296.1818181818182,0.34
hosted_stress,gate_srpt0,4,0.6,10,reactive_gate,616,446,29,0.061052631578947365,0.1858974358974359,446,22.03669874871366,3627.5149570748295,0.0,600.0000000000005,542,0,0.0,0.0,0.0,391,0,0,9,0.07174468442890025,0.43914859961895164,6999050523.606664,0.0,0,0.0,0.0,0.0,0.0,267,11,0,0,0,nan,0.3706053772586747,0.4018502534996295,0.42729155103114486,0.16709059058747983,243.27272727272728,0.34
hosted_stress,gate_srpt0,5,0.6,10,reactive_gate,850,573,57,0.09047619047619047,0.25961538461538464,573,16.805132493759174,3788.7665926300724,1.4078145261876625,600.0000000000005,431,0,0.0,0.0,0.0,989,0,0,14,0.043037653746149034,0.021857794609015158,9713241605.509867,0.0,0,0.0,0.0,0.0,0.0,439,5,0,0,0,nan,0.3195710614214988,0.35893355310457226,0.44788096797704613,0.28186686370051794,312.54545454545456,0.52
hosted_stress,gate_srpt0,6,0.6,10,reactive_gate,683,540,18,0.03225806451612903,0.10810810810810811,540,20.56822903652892,2650.7619076700266,0.0,600.0000000000005,339,0,0.0,0.0,0.0,375,1,0,17,0.023498859265686928,0.337585068531498,6841559927.9859,0.0,0,0.0,0.0,0.0,0.0,345,14,0,0,0,nan,0.4268479648903174,0.4423741405087075,0.39961872279283217,0.2468970448936676,294.54545454545456,0.32
hosted_stress,gate_srpt0,7,0.6,10,reactive_gate,713,492,27,0.05202312138728324,0.13978494623655913,492,17.873045052615225,1971.6809866176163,0.4643236249440388,600.0000000000005,309,0,0.0,0.0,0.0,561,0,0,7,0.038071261596194624,0.4218061006032659,7437887778.180896,0.0,0,0.0,0.0,0.0,0.0,265,8,0,0,0,nan,0.35715718529617074,0.38088616718627244,0.443367408358424,0.2346175928595826,268.3636363636364,0.42
hosted_stress,gate_srpt0,8,0.6,10,reactive_gate,778,557,40,0.06700167504187604,0.23809523809523808,557,12.775289557223346,3718.199309408582,0.0,600.0000000000005,303,0,0.0,0.0,0.0,709,0,0,8,0.049866592537997405,0.5917336573624516,8406876249.963233,0.0,0,0.0,0.0,0.0,0.0,280,9,0,0,0,nan,0.33854863930523166,0.3715139422983111,0.3295041644449301,0.195455947289935,303.8181818181818,0.35
hosted_stress,gate_srpt0,9,0.6,10,reactive_gate,838,629,27,0.041158536585365856,0.14285714285714285,629,78.06033142149977,3538.4087314050125,1.0545000021826507,600.0000000000005,499,0,0.0,0.0,0.0,582,0,0,4,0.033083193442965515,0.24089172635563408,7235541254.394451,0.0,0,0.0,0.0,0.0,0.0,432,10,0,0,0,nan,0.4024245651702644,0.42579936170623855,0.5465607596760879,0.3185051261898303,343.0909090909091,0.43
hosted_stress,gate_srpt0,10,0.6,10,reactive_gate,579,451,16,0.034261241970021415,0.12307692307692308,451,207.2848220776924,2506.21284780287,2.0913274401565443,600.0000000000005,301,0,0.0,0.0,0.0,301,0,0,2,0.02315587433951961,0.33812157761148276,6216059303.027976,0.0,0,0.0,0.0,0.0,0.0,303,6,0,0,0,nan,0.43182370446038676,0.443546300691121,0.4822224646950272,0.29436386206182963,246.0,0.27
hosted_stress,lease0,1,0.6,10,lease,572,426,8,0.018433179723502304,0.06060606060606061,426,59.64706064733872,3515.7781102144804,0.0,600.0000000000005,0,0,0.0,0.0,0.0,372,0,0,0,0.006578597266897445,0.41810448876593115,6274193368.999548,884.7165976376327,10,291.6952679048661,232.59062429182336,908400.0,42268.91566825518,263,1,0,0,0,nan,0.3863134533243663,0.3929261348494262,0.4044976230574981,0.2163469981377337,232.36363636363637,0.65
hosted_stress,lease0,2,0.6,10,lease,656,482,15,0.030181086519114688,0.10948905109489052,482,66.55906200134314,2476.4656560268736,0.0,600.0000000000005,0,0,0.0,0.0,0.0,478,0,0,0,0.01725552580882055,0.3170324536374921,6464222300.477933,543.3433107097779,3,743.9625332954213,719.5615431020511,882000.0,45959.49080803245,268,0,0,0,0,nan,0.37541824977400795,0.39097867235839834,0.4325598528757123,0.2926676653372941,262.90909090909093,0.64
hosted_stress,lease0,3,0.6,10,lease,672,460,20,0.041666666666666664,0.11042944785276074,460,16.965409808986124,3215.3653567655547,0.0,600.0000000000005,0,0,0.0,0.0,0.0,666,0,0,0,0.018959000929799647,0.4773004921986528,7199561387.884719,1111.5809396466243,13,426.61821285891983,199.22803190150057,864600.0,52279.63153458695,273,6,0,0,0,nan,0.3524927035249229,0.3680814682033544,0.38995170729328543,0.2037247558209067,250.9090909090909,0.72
hosted_stress,lease0,4,0.6,10,lease,635,467,12,0.025052192066805846,0.08823529411764706,467,24.830434003607934,3647.8582652290766,0.0,600.0000000000005,0,0,0.0,0.0,0.0,502,0,0,0,0.025413958130242942,0.40914424560901125,7168956329.071874,732.7308647281178,7,97.41347874561325,63.79866467084662,928200.0,37752.04317543298,235,8,0,0,0,nan,0.3613818214685791,0.3733370982710769,0.39167592016317015,0.1597860842550525,254.72727272727275,0.58
hosted_stress,lease0,5,0.6,10,lease,822,546,53,0.08848080133555926,0.23902439024390243,546,16.91654228198945,4040.1214843663447,0.0,600.0000000000005,0,0,0.0,0.0,0.0,1269,0,0,0,0.037812920528526625,0.006473039634835645,8801751957.367811,894.7723436469349,5,381.1636157140674,372.8030045272254,903600.0,69527.63842078022,315,2,0,0,0,nan,0.31557655060703493,0.3518746913778822,0.41385615093644784,0.2959402880229365,297.8181818181818,0.85
hosted_stress,lease0,6,0.6,10,lease,663,517,10,0.018975332068311195,0.07142857142857142,517,20.445474505615948,3217.0652865182233,0.0,600.0000000000005,0,0,0.0,0.0,0.0,491,0,0,0,0.017596325064259635,0.3336339569625899,6940652881.768804,4903.599557579377,17,708.4423888434958,598.9955114898627,885600.0,39032.9556699156,213,12,0,0,0,nan,0.41651539985875274,0.4285755962260215,0.38637560271788396,0.22791526204937304,282.0,0.61
hosted_stress,lease0,7,0.6,10,lease,695,472,25,0.05030181086519115,0.1388888888888889,472,16.444760481562753,2277.9029510963624,0.0,600.0000000000005,0,0,0.0,0.0,0.0,717,0,0,0,0.017789729675683093,0.40984593338000586,6798135215.356098,444.57455858496405,2,139.62548305663154,126.49222524705556,883800.0,49051.910286156846,212,8,0,0,0,nan,0.31843526293517965,0.33732242619740693,0.4090073045762108,0.2232623140890407,257.45454545454544,0.64
hosted_stress,lease0,8,0.6,10,lease,769,537,39,0.06770833333333333,0.2229299363057325,537,13.404838924177056,3713.3145081170464,0.0,600.0000000000005,0,0,0.0,0.0,0.0,875,0,0,0,0.06292900610404782,0.6145969441699458,8353113502.275664,2114.715193837243,11,65.6487470320996,56.75227351309877,997200.0,66201.76794031571,257,6,0,0,0,nan,0.3071440891658755,0.33713050899698366,0.3225040767692955,0.1449065391739074,292.90909090909093,0.71
hosted_stress,lease0,9,0.6,10,lease,730,497,33,0.062264150943396226,0.17679558011049723,497,23.298114343539737,4606.291408213548,0.0,600.0000000000005,0,0,0.0,0.0,0.0,958,0,0,0,0.030502479941943154,0.15295268406748333,8348920156.155012,1279.5804061839735,4,520.5414313949916,243.5533510308685,819000.0,61183.634831883915,279,15,0,0,0,nan,0.3205324005898123,0.3448033848415617,0.3840771015968985,0.24853785537371748,271.0909090909091,0.75
hosted_stress,lease0,10,0.6,10,lease,555,422,10,0.023148148148148147,0.08064516129032258,422,179.68510548969073,2445.427980523945,0.455224026163089,600.0000000000005,0,0,0.0,0.0,0.0,373,0,0,0,0.010659193633909547,0.3375663724883774,6363113397.801684,412.82792304805275,1,459.17932534230215,451.1527777384913,760200.0,33519.160615955225,219,3,0,0,0,nan,0.40864763479947436,0.41901819334781204,0.45262170388581324,0.2582503815544678,230.1818181818182,0.46
