scenario,variant,seed,content_snr,policy,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,budget_errs,usd,usd_per_req,usd_waste_frac,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,spawns,children,children_aborted,join_p99,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
mcp_budget,gate_vtfq0,1,0.6,reactive_gate,107,93,4,0.041237113402061855,0.15384615384615385,93,374.8815337486185,1872.0549337225934,189.05930100772656,0.0,0,19,46.7601,0.5028,0.045115915691038,15,0,0,0,0.049300375777171196,0.36167709820624033,1443324909.1969392,0.0,0,0.0,0.0,0.0,0.0,63,35,0,0,0,nan,0.7671494056605538,0.8085689170548916,0.23369380345117846,0.029585374640349247,50.72727272727273,0.24
mcp_budget,gate_vtfq0,2,0.6,reactive_gate,113,100,3,0.02912621359223301,0.06666666666666667,100,275.53490819227,2955.241179017296,183.3318783840482,0.0,0,15,47.4267,0.47427,0.01723092034325462,15,0,0,0,0.01666016953343305,0.4637240627085654,1805876987.9564333,0.0,0,0.0,0.0,0.0,0.0,47,32,0,0,0,nan,0.730324114003811,0.7335340245628783,0.26546508993783996,0.03439219882855158,54.54545454545455,0.18
mcp_budget,gate_vtfq0,3,0.6,reactive_gate,88,75,4,0.05063291139240506,0.2222222222222222,75,258.53103907131526,1607.4499403199557,133.45101357273546,0.0,0,22,47.198,0.62931,0.027056088044086452,26,0,0,0,0.02883792131320305,0.6300343835891516,1611885259.7568033,0.0,0,0.0,0.0,0.0,0.0,51,30,0,0,0,nan,0.7376397374148843,0.7877002493000639,0.23569784515022016,0.030496085043693267,40.909090909090914,0.16
mcp_budget,gate_vtfq0,4,0.6,reactive_gate,84,73,2,0.02666666666666667,0.05555555555555555,73,410.874607923045,2722.435461493891,185.6539826475313,0.0,0,7,42.6263,0.58392,0.049692664738449556,34,0,0,0,0.05731275243846068,0.5041101583437069,1106932432.9593213,0.0,0,0.0,0.0,0.0,0.0,38,27,0,0,0,nan,0.679610700277735,0.7249180802962506,0.2021675035531598,0.030670901464104835,39.81818181818182,0.18
mcp_budget,gate_vtfq0,5,0.6,reactive_gate,85,74,1,0.013333333333333334,0.0,74,455.98203527875194,3711.7848049358845,241.21835874234566,0.0,0,22,45.1648,0.61033,0.01139405906351998,16,0,0,0,0.012955714232558443,0.30352497567860004,1916137426.253318,0.0,0,0.0,0.0,0.0,0.0,40,22,0,0,0,nan,0.8143611891937835,0.8147058601121453,0.2223460471299534,0.027623395683130086,40.36363636363637,0.2
mcp_budget,gate_vtfq0,6,0.6,reactive_gate,89,77,2,0.02531645569620253,0.08333333333333333,77,411.25552831216623,2754.27922749297,259.9195009024397,0.0,0,2,49.2555,0.63968,0.027589739498047782,16,0,0,0,0.028357349639727705,0.38975805705287153,1860561232.6630774,0.0,0,0.0,0.0,0.0,0.0,47,32,0,0,0,nan,0.6743900703812512,0.7142056599596583,0.22758328966750843,0.024663932220787756,42.0,0.19
mcp_budget,gate_vtfq0,7,0.6,reactive_gate,125,108,7,0.06086956521739131,0.23076923076923078,108,186.44852604937387,2672.0395387234403,166.6973619200021,0.0,0,54,47.332,0.43826,0.05762160697864088,25,0,0,0,0.05891788760120634,0.5924771341755689,1706869134.467563,0.0,0,0.0,0.0,0.0,0.0,53,31,0,0,0,nan,0.6708440301068801,0.803512712774814,0.24534039374514374,0.028661527730849658,58.909090909090914,0.35
mcp_budget,gate_vtfq0,8,0.6,reactive_gate,96,83,3,0.03488372093023256,0.2727272727272727,83,306.8909185628336,1897.545485353919,179.86800021493494,0.0,0,14,48.2835,0.58173,0.014346705855219077,21,0,0,0,0.009000246136134276,0.5789434368595702,1619125073.789604,0.0,0,0.0,0.0,0.0,0.0,54,30,0,0,0,nan,0.742582819661091,0.7686635841293831,0.23100574601787102,0.03171097636950326,45.27272727272727,0.19
mcp_budget,gate_vtfq0,9,0.6,reactive_gate,90,79,1,0.0125,0.06666666666666667,79,400.59802799464705,2766.34334237078,162.3331999772327,0.0,0,21,49.4993,0.62657,0.005364504113929938,19,0,0,0,0.004542284933231137,0.34007187860508875,1581110765.4058502,0.0,0,0.0,0.0,0.0,0.0,50,24,0,0,0,nan,0.6965680850681358,0.6977081762256818,0.25837644256669257,0.030700245145281014,43.09090909090909,0.21
mcp_budget,gate_vtfq0,10,0.6,reactive_gate,102,88,5,0.053763440860215055,0.29411764705882354,88,189.01774240807725,1869.4169219744642,119.74000000000001,0.0,0,55,49.7101,0.56489,0.03779294009556774,26,0,0,0,0.038201428276069205,0.6598104427538516,1614980852.4259138,0.0,0,0.0,0.0,0.0,0.0,47,27,0,0,0,nan,0.5925578266985733,0.6704797387783943,0.23754149133158511,0.03085144744172377,48.0,0.14
mcp_budget,gate_fifo300,1,0.6,reactive_gate,107,93,4,0.041237113402061855,0.15384615384615385,93,374.8815337486185,1872.0549337225934,189.05930100772656,0.0,0,19,46.7601,0.5028,0.045115915691038,15,0,0,0,0.049300375777171196,0.36167709820624033,1443324909.1969392,0.0,0,0.0,0.0,0.0,0.0,63,35,0,0,0,nan,0.7671494056605538,0.8085689170548916,0.23369380345117846,0.029585374640349247,50.72727272727273,0.26
mcp_budget,gate_fifo300,2,0.6,reactive_gate,113,100,3,0.02912621359223301,0.06666666666666667,100,275.53490819227,2955.241179017296,183.3318783840482,0.0,0,15,47.4267,0.47427,0.01723092034325462,15,0,0,0,0.01666016953343305,0.4637240627085654,1805876987.9564333,0.0,0,0.0,0.0,0.0,0.0,47,32,0,0,0,nan,0.730324114003811,0.7335340245628783,0.26546508993783996,0.03439219882855158,54.54545454545455,0.25
mcp_budget,gate_fifo300,3,0.6,reactive_gate,89,77,3,0.0375,0.125,77,336.78981236580694,1907.4687633985811,161.87628670517392,0.0,0,38,47.1491,0.61233,0.006434732351872914,23,0,0,0,0.0034287916364246756,0.5852116820430264,1580739369.675009,0.0,0,0.0,0.0,0.0,0.0,44,28,0,0,0,nan,0.7300918187912075,0.7456022165279982,0.24107500704156956,0.028548924919783513,42.0,0.19
mcp_budget,gate_fifo300,4,0.6,reactive_gate,94,79,6,0.07058823529411765,0.15384615384615385,79,396.799898528805,2146.940021491472,174.04675085874933,0.0,0,34,49.3046,0.62411,0.07822941469964263,28,0,0,0,0.08078849631401794,0.5024866607145646,1672467392.6985762,0.0,0,0.0,0.0,0.0,0.0,44,33,0,0,0,nan,0.719458278058033,0.7771826430139955,0.2267357805620306,0.0326401836942006,43.09090909090909,0.21
mcp_budget,gate_fifo300,5,0.6,reactive_gate,85,74,1,0.013333333333333334,0.0,74,455.98203527875194,3711.7848049358845,241.21835874234566,0.0,0,22,45.1648,0.61033,0.01139405906351998,16,0,0,0,0.012955714232558443,0.30352497567860004,1916137426.253318,0.0,0,0.0,0.0,0.0,0.0,40,22,0,0,0,nan,0.8143611891937835,0.8147058601121453,0.2223460471299534,0.027623395683130086,40.36363636363637,0.22
mcp_budget,gate_fifo300,6,0.6,reactive_gate,89,77,2,0.02531645569620253,0.08333333333333333,77,411.25552831216623,2754.27922749297,259.9195009024397,0.0,0,2,49.2555,0.63968,0.027589739498047782,16,0,0,0,0.028357349639727705,0.38975805705287153,1860561232.6630774,0.0,0,0.0,0.0,0.0,0.0,47,32,0,0,0,nan,0.6743900703812512,0.7142056599596583,0.22758328966750843,0.024663932220787756,42.0,0.2
mcp_budget,gate_fifo300,7,0.6,reactive_gate,125,108,7,0.06086956521739131,0.23076923076923078,108,186.44852604937387,2672.0395387234403,166.6973619200021,0.0,0,54,47.332,0.43826,0.05762160697864088,25,0,0,0,0.05891788760120634,0.5924771341755689,1706869134.467563,0.0,0,0.0,0.0,0.0,0.0,53,31,0,0,0,nan,0.6708440301068801,0.803512712774814,0.24534039374514374,0.028661527730849658,58.909090909090914,0.18
mcp_budget,gate_fifo300,8,0.6,reactive_gate,96,83,3,0.03488372093023256,0.2727272727272727,83,306.8909185628336,1897.545485353919,179.86800021493494,0.0,0,14,48.2835,0.58173,0.014346705855219077,21,0,0,0,0.009000246136134276,0.5789434368595702,1619125073.789604,0.0,0,0.0,0.0,0.0,0.0,54,30,0,0,0,nan,0.742582819661091,0.7686635841293831,0.23100574601787102,0.03171097636950326,45.27272727272727,0.15
mcp_budget,gate_fifo300,9,0.6,reactive_gate,90,79,1,0.0125,0.06666666666666667,79,400.59802799464705,2766.34334237078,162.3331999772327,0.0,0,21,49.4993,0.62657,0.005364504113929938,19,0,0,0,0.004542284933231137,0.34007187860508875,1581110765.4058502,0.0,0,0.0,0.0,0.0,0.0,50,24,0,0,0,nan,0.6965680850681358,0.6977081762256818,0.25837644256669257,0.030700245145281014,43.09090909090909,0.2
mcp_budget,gate_fifo300,10,0.6,reactive_gate,102,88,5,0.053763440860215055,0.29411764705882354,88,189.01774240807725,1869.4169219744642,119.74000000000001,0.0,0,55,49.7101,0.56489,0.03779294009556774,26,0,0,0,0.038201428276069205,0.6598104427538516,1614980852.4259138,0.0,0,0.0,0.0,0.0,0.0,47,27,0,0,0,nan,0.5925578266985733,0.6704797387783943,0.23754149133158511,0.03085144744172377,48.0,0.15
mcp_budget,needs,1,0.6,needs,127,117,1,0.00847457627118644,0.0,117,183.32125877829003,1547.9749786317507,158.27360528413564,0.0,0,0,47.3852,0.405,0.008952819892092005,56,0,0,0,0.007027074196147158,0.15832590927432943,1091331159.1212268,0.0,0,699.6867754528266,145.01958026419254,1113600.0,11557.595272673958,63,35,0,0,0,nan,0.7882890237220005,0.7986398337922588,0.24769430177577054,0.02893016158730823,63.81818181818182,2.1
mcp_budget,needs,2,0.6,needs,113,102,1,0.009708737864077669,0.0625,102,169.51435508373334,3532.384653618978,153.78234624744425,0.0,0,0,48.0498,0.47108,0.007924675468411507,39,0,0,0,0.008649860753534673,0.3787693804837543,1363855517.0462663,0.0,0,3730.4939826106897,89.12621299422747,999000.0,9898.720360673751,55,37,0,0,0,nan,0.771344521387355,0.7827303093735806,0.2750282909948848,0.03685101265985247,55.63636363636364,1.97
mcp_budget,needs,3,0.6,needs,101,92,0,0.0,0.0,92,192.90669093395957,2256.000683871047,168.17125810316577,0.0,0,0,47.9949,0.52168,0.0,40,0,0,0,0.0,0.5438596555562012,1041049508.6580913,0.0,0,4052.3193137811227,156.13836104261588,930000.0,8211.368578879545,50,35,0,0,0,nan,0.7427711473084725,0.7427711473084725,0.267988276733683,0.029965048650989257,50.18181818181819,1.78
mcp_budget,needs,4,0.6,needs,92,79,4,0.04819277108433735,0.09523809523809523,79,218.83770461359188,3189.2778793068687,97.21130158979156,0.0,0,0,43.1869,0.54667,0.05888385130558238,60,0,0,0,0.06624419291480546,0.6196516831307265,1114435490.1197746,0.0,0,5716.0251769761135,167.07200653670384,1050000.0,10448.857362844617,47,35,0,0,0,nan,0.7482716266466939,0.8032173374648132,0.22072740725362602,0.034671633039632055,43.09090909090909,1.76
mcp_budget,needs,5,0.6,needs,95,83,3,0.03488372093023256,0.0,83,211.82311665116413,2294.390978089068,188.57621952410312,0.0,0,0,47.676,0.57441,0.03064276040653753,43,0,0,0,0.025990791762696867,0.36590786409064224,1332792076.6715527,0.0,0,552.0335972734756,102.16142444462446,1018800.0,11800.559564261279,46,25,0,0,0,nan,0.7787022441594094,0.8118754782977087,0.276147990465553,0.03110376764923961,45.27272727272727,2.05
mcp_budget,needs,6,0.6,needs,104,92,2,0.02127659574468085,0.09090909090909091,92,176.59220388562994,2138.0113780776896,133.39539982620175,0.0,0,0,48.8773,0.53127,0.007976572499697661,41,0,0,0,0.0056005350652280905,0.44752080014350176,1004273428.4077235,0.0,0,2275.0562190106693,210.1533888009751,1134000.0,15540.300254223097,55,33,0,0,0,nan,0.7121947176087804,0.7612914661516281,0.27367499660871536,0.029462168462696676,50.18181818181819,1.91
mcp_budget,needs,7,0.6,needs,130,118,3,0.024793388429752067,0.1,118,160.61200827779766,2386.1120685116484,166.79236026251968,0.0,0,0,48.122,0.40781,0.004868130890761723,45,0,0,0,0.0023811296190414345,0.5007663828472325,711597463.6841925,0.0,0,351.0314431937648,94.65914385978137,1075200.0,10018.400144728756,48,31,0,0,0,nan,0.6800503569850195,0.7177501632826615,0.2685058237826988,0.025483752106290718,64.36363636363636,2.03
mcp_budget,needs,8,0.6,needs,106,95,1,0.010416666666666666,0.0,95,155.0358222112652,2610.7069046024444,241.40751345598738,0.0,0,0,47.6827,0.50192,0.000161127603813584,43,0,0,0,9.421184974845047e-06,0.48073036160454913,1107027432.723875,0.0,0,3938.765672604164,106.93787580926238,995400.0,10848.70590983304,58,32,0,0,0,nan,0.7457519568358854,0.7560593728336875,0.2399077086166149,0.02820667070422526,51.81818181818182,1.95
mcp_budget,needs,9,0.6,needs,89,77,2,0.02531645569620253,0.11764705882352941,77,239.40513691923934,2951.9338894849075,136.71455572076377,0.0,0,0,49.3862,0.64138,0.024068519587568747,64,0,0,0,0.02612861579661186,0.44710766889493975,1202603068.232639,0.0,0,2334.6713823230875,69.19640616009383,1010400.0,9303.56790353011,50,25,0,0,0,nan,0.642685329013735,0.669353632904797,0.27216411166958043,0.0290600202897996,42.0,1.85
mcp_budget,needs,10,0.6,needs,92,83,1,0.011904761904761904,0.1,83,147.52526946493163,2174.9945910234023,77.26112441754508,0.0,0,0,46.2892,0.5577,0.019456069725111935,46,0,0,0,0.020835935859108316,0.5279702089155602,1049771150.325488,0.0,0,4379.376503223127,257.35922813801716,990600.0,10771.438706974304,50,31,0,0,0,nan,0.6430791199984304,0.6769253894720321,0.2112245445237633,0.032846321404948364,45.27272727272727,1.83
mcp_budget,needs_pre,1,0.6,needs,127,117,1,0.00847457627118644,0.0,117,183.32125877829003,1547.9749786317507,158.27360528413564,0.0,0,0,47.3852,0.405,0.008952819892092005,56,0,0,0,0.007027074196147158,0.15832590927432943,1090715559.84912,0.0,0,963.3169442929494,242.1810385884152,1113600.0,11557.595272673958,63,35,0,0,0,nan,0.7882890237220005,0.7986398337922588,0.24769430177577054,0.02893016158730823,63.81818181818182,2.15
mcp_budget,needs_pre,2,0.6,needs,113,102,1,0.009708737864077669,0.0625,102,169.51435508373334,3532.384653618978,153.78234624744425,0.0,0,0,48.0498,0.47108,0.007924675468411507,39,0,0,0,0.008649860753534673,0.3787693804837543,1376551220.9516327,0.0,0,4026.042029175548,139.49577557364162,999000.0,9898.720360673751,55,37,0,0,0,nan,0.771344521387355,0.7827303093735806,0.2750282909948848,0.03685101265985247,55.63636363636364,2.1
mcp_budget,needs_pre,3,0.6,needs,93,82,2,0.023809523809523808,0.0,82,175.59877086578786,2437.2953238624455,194.90074807377266,0.0,0,0,47.8372,0.58338,0.005931614847399388,41,0,0,0,0.0028916198112837596,0.530372703855437,1336433101.3570259,0.0,0,5413.218358873589,154.95503934102427,918000.0,8152.096040471165,50,36,0,0,0,nan,0.7288723220095351,0.7373496832527726,0.2451439110981611,0.03072357046110364,44.72727272727273,1.88
mcp_budget,needs_pre,4,0.6,needs,84,72,3,0.04,0.125,72,220.9661528886399,3215.7896183002117,141.91830923674584,0.0,0,0,39.898,0.55414,0.027841050246338213,56,0,0,0,0.03016025490138936,0.6139048287744264,1109758712.7962232,0.0,0,3847.0556365119646,100.65366126576271,999000.0,10581.497227980919,40,28,0,0,0,nan,0.7180636912018722,0.7507197498630187,0.20274698465423469,0.02977768514876119,39.27272727272727,1.81
mcp_budget,needs_pre,5,0.6,needs,95,83,3,0.03488372093023256,0.0,83,211.82311665116413,2294.390978089068,188.57621952410312,0.0,0,0,47.676,0.57441,0.03064276040653753,43,0,0,0,0.025990791762696867,0.36590786409064224,1330962716.457624,0.0,0,331.7424096736718,89.60463134717028,1018800.0,11800.559564261279,46,25,0,0,0,nan,0.7787022441594094,0.8118754782977087,0.276147990465553,0.03110376764923961,45.27272727272727,1.95
mcp_budget,needs_pre,6,0.6,needs,106,95,1,0.010416666666666666,0.07692307692307693,95,194.66878981684476,2465.916179911007,134.962829477682,0.0,0,0,49.883,0.52508,0.007297137344584785,39,0,0,0,0.005135929683265399,0.45249472978573263,1399074802.614521,0.0,0,3875.499813433389,122.55686228625727,1088400.0,17410.667225350317,53,34,0,0,0,nan,0.7085097630242786,0.7357601385252124,0.27522016611629113,0.03159641210393997,51.81818181818182,1.97
mcp_budget,needs_pre,7,0.6,needs,130,118,3,0.024793388429752067,0.1,118,160.61200827779766,2386.1120685116484,166.79236026251968,0.0,0,0,48.122,0.40781,0.004868130890761723,45,0,0,0,0.0023811296190414345,0.5007663828472325,711196132.8995337,0.0,0,920.0624315151753,286.90226314317727,1075200.0,10018.400144728756,48,31,0,0,0,nan,0.6800503569850195,0.7177501632826615,0.2685058237826988,0.025483752106290718,64.36363636363636,2.19
mcp_budget,needs_pre,8,0.6,needs,106,95,1,0.010416666666666666,0.0,95,155.0358222112652,2610.7069046024444,241.40751345598738,0.0,0,0,47.6827,0.50192,0.000161127603813584,43,0,0,0,9.421184974845047e-06,0.48073036160454913,1098245675.8585145,0.0,0,1760.2112966202994,122.29602069516082,995400.0,10848.70590983304,58,32,0,0,0,nan,0.7457519568358854,0.7560593728336875,0.2399077086166149,0.02820667070422526,51.81818181818182,1.74
mcp_budget,needs_pre,9,0.6,needs,91,78,3,0.037037037037037035,0.14285714285714285,78,256.0526139543256,3859.697566654309,136.6727392530224,0.0,0,0,50.2059,0.64367,0.029218245823306545,63,0,0,0,0.02640523171031705,0.35596381816049316,1327382755.4362552,0.0,0,4289.954382454743,191.03684936140993,1012800.0,10251.620086292396,47,26,0,0,0,nan,0.6910831179566269,0.7217120908759006,0.2809990242327117,0.03536133841119251,42.54545454545455,1.98
mcp_budget,needs_pre,10,0.6,needs,92,83,1,0.011904761904761904,0.1,83,147.52526946493163,2174.9945910234023,77.26112441754508,0.0,0,0,46.2892,0.5577,0.019456069725111935,46,0,0,0,0.020835935859108316,0.5279702089155602,1044190793.7267574,0.0,0,548.2757525269425,161.29571378487736,990600.0,10771.438706974304,50,31,0,0,0,nan,0.6430791199984304,0.6769253894720321,0.2112245445237633,0.032846321404948364,45.27272727272727,1.74
mcp_budget,needs_jev,1,0.6,needs,127,117,1,0.00847457627118644,0.0,117,183.32125877829003,1547.9749786317507,158.27360528413564,0.0,0,0,47.3852,0.405,0.008952819892092005,56,0,0,0,0.007027074196147158,0.15832590927432943,1091607843.0980816,0.0,0,772.409016285738,170.5544390866861,1113600.0,11557.595272673958,63,35,0,0,0,nan,0.7882890237220005,0.7986398337922588,0.24769430177577054,0.02893016158730823,63.81818181818182,8.66
mcp_budget,needs_jev,2,0.6,needs,113,102,1,0.009708737864077669,0.0625,102,169.51435508373334,3532.384653618978,153.78234624744425,0.0,0,0,48.0498,0.47108,0.007924675468411507,39,0,0,0,0.008649860753534673,0.3787693804837543,1372780373.1439917,0.0,0,5258.249867510381,469.65757652601667,999000.0,9898.720360673751,55,37,0,0,0,nan,0.771344521387355,0.7827303093735806,0.2750282909948848,0.03685101265985247,55.63636363636364,6.18
mcp_budget,needs_jev,3,0.6,needs,94,85,0,0.0,0.0,85,180.48375638779453,2496.2769265189663,166.54028423229812,0.0,0,0,47.2326,0.55568,0.0,44,0,0,0,0.0,0.5000223731041068,1037195728.8789395,0.0,0,4247.945679929073,129.52145052988894,908400.0,7825.2387405298505,49,34,0,0,0,nan,0.790149346630426,0.790149346630426,0.24958913179066305,0.029863305945357303,46.36363636363637,5.93
mcp_budget,needs_jev,4,0.6,needs,101,89,3,0.03260869565217391,0.125,89,218.83770461359188,3126.913236725363,131.65425972006796,0.0,0,0,45.3763,0.50985,0.024479781341380298,51,0,0,0,0.02674354328964781,0.5904652315061478,1176987747.079194,0.0,0,3817.693774177741,83.64491488412375,1150200.0,11373.687179321194,51,35,0,0,0,nan,0.7507126869966114,0.7866480845314792,0.23692959244690498,0.03368897433608355,48.54545454545455,6.51
mcp_budget,needs_jev,5,0.6,needs,100,88,3,0.03296703296703297,0.0,88,212.19203911160503,2168.178318042604,155.13054328423755,0.0,0,0,47.2595,0.53704,0.0309127830542077,42,0,0,0,0.02629146701227038,0.355191543996843,1337050404.1889665,0.0,0,410.964726131412,75.55628671103463,1036800.0,12422.60976168299,47,28,0,0,0,nan,0.7424162231233318,0.7716182276359502,0.27626522210890964,0.032505960959790095,48.0,6.03
mcp_budget,needs_jev,6,0.6,needs,106,95,1,0.010416666666666666,0.07692307692307693,95,194.66878981684476,2465.916179911007,134.962829477682,0.0,0,0,49.883,0.52508,0.007297137344584785,39,0,0,0,0.005135929683265399,0.45249472978573263,1398410118.6308172,0.0,0,4218.051584388995,219.15361613495122,1088400.0,17410.667225350317,53,34,0,0,0,nan,0.7085097630242786,0.7357601385252124,0.27522016611629113,0.03159641210393997,51.81818181818182,6.24
mcp_budget,needs_jev,7,0.6,needs,130,118,3,0.024793388429752067,0.1,118,160.61200827779766,2386.1120685116484,166.79236026251968,0.0,0,0,48.122,0.40781,0.004868130890761723,45,0,0,0,0.0023811296190414345,0.5007663828472325,712325544.3944479,0.0,0,281.59400223102233,71.09823569911876,1075200.0,10018.400144728756,48,31,0,0,0,nan,0.6800503569850195,0.7177501632826615,0.2685058237826988,0.025483752106290718,64.36363636363636,6.5
mcp_budget,needs_jev,8,0.6,needs,106,95,1,0.010416666666666666,0.0,95,155.0358222112652,2610.7069046024444,241.40751345598738,0.0,0,0,47.6827,0.50192,0.000161127603813584,43,0,0,0,9.421184974845047e-06,0.48073036160454913,1107046944.7982566,0.0,0,3897.8844102723688,86.94405023930616,995400.0,10848.70590983304,58,32,0,0,0,nan,0.7457519568358854,0.7560593728336875,0.2399077086166149,0.02820667070422526,51.81818181818182,5.99
mcp_budget,needs_jev,9,0.6,needs,92,79,3,0.036585365853658534,0.17647058823529413,79,195.1529766947233,4120.106663739703,178.34571800277055,0.0,0,0,50.201,0.63546,0.023532451543760557,61,0,0,0,0.025664992180597555,0.34178306699472116,1348071553.5500147,0.0,0,4036.5713896728143,132.49511494768592,1008000.0,9759.898130852147,53,26,0,0,0,nan,0.6689675582158443,0.693805351950833,0.27504179619107744,0.0340187328472292,43.09090909090909,5.82
mcp_budget,needs_jev,10,0.6,needs,92,83,1,0.011904761904761904,0.1,83,147.52526946493163,2174.9945910234023,77.26112441754508,0.0,0,0,46.2892,0.5577,0.019456069725111935,46,0,0,0,0.020835935859108316,0.5279702089155602,1049391827.8089923,0.0,0,715.7978307613118,225.56773686790098,990600.0,10771.438706974304,50,31,0,0,0,nan,0.6430791199984304,0.6769253894720321,0.2112245445237633,0.032846321404948364,45.27272727272727,5.73
