run,type,queue,sandbox_idle_timeout_s,rate_per_min,policy,seed,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
type=reactive_gate_queue=fifo_sandbox_idle_timeout_s=300_rate_per_min=2.0_seed=7,reactive_gate,fifo,300,2.0,reactive_gate,7,719,491,20,0.03913894324853229,0.11428571428571428,491,139.07307509827388,2785.935389571613,18.720412001080696,600.0000000000005,0,646,1,0,0,0.009138679123114078,0.3418536929846733,3442886007.413887,0.0,0,0.0,0.0,0.0,0.0,232,15,0.3758776699657566,0.38877417870989545,0.5742510470894846,0.27059790851823856,267.8181818181818,0.23
type=reactive_gate_queue=fifo_sandbox_idle_timeout_s=300_rate_per_min=2.0_seed=8,reactive_gate,fifo,300,2.0,reactive_gate,8,817,621,32,0.04900459418070444,0.16853932584269662,621,102.95075145866576,3719.124904724394,15.22643054834782,600.0000000000005,0,761,0,0,0,0.013458289841961393,0.42395525883499585,4559172815.5572195,0.0,0,0.0,0.0,0.0,0.0,267,5,0.3830564499082377,0.41228297561829963,0.6109508293471575,0.2534501161225141,338.72727272727275,0.26
type=reactive_gate_queue=fifo_sandbox_idle_timeout_s=300_rate_per_min=2.0_seed=9,reactive_gate,fifo,300,2.0,reactive_gate,9,806,592,38,0.06031746031746032,0.20218579234972678,592,137.32698656546745,3739.9856392022243,6.218600624669337,600.0000000000005,0,856,0,0,0,0.013116328439465863,0.3075354586532756,4563563754.199722,0.0,0,0.0,0.0,0.0,0.0,259,9,0.36800207165918924,0.4017064512737694,0.6062490548311642,0.2788311377147522,322.90909090909093,0.26
type=reactive_gate_queue=fifo_sandbox_idle_timeout_s=300_rate_per_min=2.0_seed=10,reactive_gate,fifo,300,2.0,reactive_gate,10,666,539,14,0.02531645569620253,0.11023622047244094,539,129.25148044641446,2402.496625470805,3.5821736886688034,600.0000000000005,0,321,1,0,0,0.011036604437468404,0.28732365035189206,4531423139.6691675,0.0,0,0.0,0.0,0.0,0.0,222,16,0.4399231885699153,0.4613168057824149,0.539261039214258,0.2918974013979209,294.0,0.19
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=1.0_seed=1,reactive_gate,vtfq,0,1.0,reactive_gate,1,406,384,1,0.0025974025974025974,0.009708737864077669,384,99.02124262778011,1294.2105135077018,0.0,600.0,0,29,0,0,0,0.003571532785925746,0.38548936042588045,4019982572.826397,0.0,0,0.0,0.0,0.0,0.0,207,105,0.9137669063578902,0.9196621767214895,0.38347778161017226,0.21493331739026572,209.45454545454547,0.12
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=1.0_seed=2,reactive_gate,vtfq,0,1.0,reactive_gate,2,418,373,1,0.00267379679144385,0.01282051282051282,373,163.8741883890616,1281.2884821194034,41.76953051079354,600.0,0,22,2,0,0,0.0020179569073983396,0.22352463178936208,1801266319.3317082,0.0,0,0.0,0.0,0.0,0.0,192,58,0.7973340571597256,0.8024781478510787,0.49864162435249937,0.23806279898233895,203.45454545454547,0.15
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=1.0_seed=3,reactive_gate,vtfq,0,1.0,reactive_gate,3,474,424,4,0.009345794392523364,0.029411764705882353,424,131.80211674639168,1295.0224883615142,33.549732234718846,600.0,0,33,1,0,0,0.001952434132647806,0.38469746891689227,3044752966.0819554,0.0,0,0.0,0.0,0.0,0.0,188,48,0.7681571589374285,0.7777094794367868,0.47625410013192826,0.23870183439117232,231.27272727272728,0.15
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=1.0_seed=4,reactive_gate,vtfq,0,1.0,reactive_gate,4,457,426,3,0.006993006993006993,0.020202020202020204,426,59.46949304691725,1891.7595599482243,0.08404337398356794,600.0,0,38,0,0,0,0.011328762865843004,0.3849605734387449,3847042928.9287524,0.0,0,0.0,0.0,0.0,0.0,173,108,0.8685541113592143,0.8822618386951414,0.39424873288979545,0.20238058820114918,232.36363636363637,0.12
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=1.0_seed=5,reactive_gate,vtfq,0,1.0,reactive_gate,5,653,585,1,0.0017064846416382253,0.01020408163265306,585,154.21133698298434,1859.7182547068169,74.07599950738886,600.0,0,62,0,0,0,3.558942499142905e-05,0.31760702995965057,2763826638.1898394,0.0,0,0.0,0.0,0.0,0.0,190,67,0.6312513347836508,0.6342572935207159,0.5947473969098032,0.29155288630298287,319.0909090909091,0.2
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=1.0_seed=6,reactive_gate,vtfq,0,1.0,reactive_gate,6,439,392,1,0.002544529262086514,0.010309278350515464,392,214.07480152500398,1971.9869619134226,43.95173340796209,600.0,0,53,1,0,0,0.0010873316643104896,0.379531767396041,2948615577.4938035,0.0,0,0.0,0.0,0.0,0.0,202,66,0.7653234643689032,0.7667773737077317,0.5110224716313779,0.27469849285474257,213.8181818181818,0.17
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=1.0_seed=7,reactive_gate,vtfq,0,1.0,reactive_gate,7,405,374,0,0.0,0.0,374,103.48226955237124,1249.822767395667,34.176680240401126,121.89526238018061,0,13,0,0,0,0.0,0.2285791625844866,2379043279.349211,0.0,0,0.0,0.0,0.0,0.0,161,79,0.9077388207972865,0.9077388207972865,0.43920228692777136,0.2331413467242445,204.0,0.13
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=1.0_seed=8,reactive_gate,vtfq,0,1.0,reactive_gate,8,550,490,1,0.002036659877800407,0.009009009009009009,490,135.56812736242506,1849.259978034212,11.706322480291746,600.0,0,73,0,0,0,0.005434659062766817,0.44547683556977236,4077790875.6018476,0.0,0,0.0,0.0,0.0,0.0,197,57,0.7208103950010039,0.7214483795703832,0.5233578722157473,0.2550021028989136,267.2727272727273,0.16
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=1.0_seed=9,reactive_gate,vtfq,0,1.0,reactive_gate,9,534,479,1,0.0020833333333333333,0.008849557522123894,479,178.89662363682692,1682.7355041980923,97.08161475475889,600.0,0,31,2,0,0,0.0013977877881461657,0.26742054524562703,1769918568.514477,0.0,0,0.0,0.0,0.0,0.0,215,81,0.7283752048106696,0.7318932108244525,0.611210446868525,0.24799028133707934,261.2727272727273,0.2
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=1.0_seed=10,reactive_gate,vtfq,0,1.0,reactive_gate,10,502,460,2,0.004329004329004329,0.02197802197802198,460,112.7529021900242,1469.2850938519762,22.743756298377026,435.46979381706933,0,27,0,0,0,0.002792816319432564,0.21627489530538035,2978668427.7457075,0.0,0,0.0,0.0,0.0,0.0,186,103,0.8125621777367225,0.8188107033566369,0.5125675745677933,0.2937742128124336,250.9090909090909,0.16
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=2.0_seed=1,reactive_gate,vtfq,0,2.0,reactive_gate,1,661,557,2,0.0035778175313059034,0.012658227848101266,557,215.9683944419403,1458.872935786507,58.88035113644147,600.0000000000005,0,75,1,0,0,0.002794498045377918,0.3287190315084075,2366733532.388856,0.0,0,0.0,0.0,0.0,0.0,301,79,0.629291968061622,0.6301003198991135,0.7045701019651645,0.2897946978612845,303.8181818181818,0.24
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=2.0_seed=2,reactive_gate,vtfq,0,2.0,reactive_gate,2,739,588,5,0.008431703204047217,0.034482758620689655,588,324.3952279921551,2275.1705456175373,85.0514688150183,600.0000000000005,0,284,3,0,0,0.0034241519216030177,0.3031631485919905,1115304523.2789323,0.0,0,0.0,0.0,0.0,0.0,254,38,0.4790393203866126,0.4840127034074849,0.73243974993525,0.31798757325454013,320.72727272727275,0.28
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=2.0_seed=3,reactive_gate,vtfq,0,2.0,reactive_gate,3,818,637,11,0.016975308641975308,0.05847953216374269,637,161.6630318450225,2119.0470253769113,64.52064042942239,600.0000000000005,0,428,0,0,0,0.0019779999243158177,0.40348690682090915,2901314064.097467,0.0,0,0.0,0.0,0.0,0.0,277,28,0.4418374378672915,0.4525304728368482,0.6980701311431624,0.29100755639761794,347.4545454545455,0.28
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=2.0_seed=4,reactive_gate,vtfq,0,2.0,reactive_gate,4,759,646,6,0.009202453987730062,0.028735632183908046,646,128.93053057432235,1886.186852571522,21.10643396205012,600.0,0,116,2,0,0,0.014310539908742778,0.3455173654768284,2514848567.9414105,0.0,0,0.0,0.0,0.0,0.0,255,52,0.656042457269936,0.6618444886238541,0.7004571021270396,0.3229143585031018,352.3636363636364,0.23
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=2.0_seed=5,reactive_gate,vtfq,0,2.0,reactive_gate,5,1008,785,27,0.0332512315270936,0.11711711711711711,785,216.25624389951827,3439.9526507732116,114.52179958785621,600.0000000000005,0,958,2,0,0,0.01347827641350857,0.27553352265467856,1631677400.8476875,0.0,0,0.0,0.0,0.0,0.0,310,9,0.3830394136804878,0.398303135394736,0.8550529044046232,0.34192376674310687,428.1818181818182,0.4
type=reactive_gate_queue=vtfq_sandbox_idle_timeout_s=0_rate_per_min=2.0_seed=6,reactive_gate,vtfq,0,2.0,reactive_gate,6,644,515,6,0.011516314779270634,0.04054054054054054,515,370.6730594578346,3035.550547718518,46.68420050099942,600.0000000000005,0,349,2,0,0,0.005545024196611526,0.40430398481458835,2732008806.767766,0.0,0,0.0,0.0,0.0,0.0,260,31,0.49576207085368273,0.5037210005480336,0.6543190522573492,0.2989515038419956,280.90909090909093,0.25
