run,type,rpm,policy,seed,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
type=reactive_gate_rpm=10_seed=2,reactive_gate,10,reactive_gate,2,637,448,33,0.06860706860706861,0.21830985915492956,448,46.300607314782155,2939.2297502033175,0.0,600.0000000000005,316,575,0,0,1,0.027237013968320914,0.4069113814382207,6480603070.007944,0.0,0,0.0,0.0,0.0,0.0,270,3,0.3667284499474456,0.3942258507274252,0.42241467154720286,0.19595627719732855,244.36363636363637,0.19
type=reactive_gate_rpm=10_seed=3,reactive_gate,10,reactive_gate,3,664,442,28,0.059574468085106386,0.16666666666666666,442,20.24767109675645,3615.6679083395725,0.0,600.0000000000005,442,617,0,0,6,0.02757881310371204,0.5283103042082686,7237811282.582334,0.0,0,0.0,0.0,0.0,0.0,306,4,0.30582098362321947,0.32881859303653094,0.39503653993864934,0.16032559522374235,241.0909090909091,0.26
type=reactive_gate_rpm=10_seed=4,reactive_gate,10,reactive_gate,4,586,402,40,0.09049773755656108,0.26666666666666666,402,18.28169718217714,3640.8784153104048,0.0,600.0000000000005,493,500,0,0,4,0.0619421348499437,0.4901454838175675,6998652149.176507,0.0,0,0.0,0.0,0.0,0.0,247,9,0.3461843490450705,0.386205743326384,0.38925318087121213,0.0961624898437885,219.27272727272728,0.18
type=reactive_gate_rpm=10_seed=5,reactive_gate,10,reactive_gate,5,821,521,75,0.12583892617449666,0.3443396226415094,521,15.401387301952127,4326.708449407745,1.7328591685997063,600.0000000000005,400,1298,0,0,9,0.0682426888903259,0.09757749072842305,9044347463.882757,0.0,0,0.0,0.0,0.0,0.0,484,0,0.2870690740362066,0.33406565104633634,0.4297272080662394,0.17221413018268156,284.1818181818182,0.28
type=reactive_gate_rpm=20_seed=1,reactive_gate,20,reactive_gate,1,595,439,17,0.03728070175438596,0.13114754098360656,439,59.86786582123841,3605.282611114047,3.4019529491801763,600.0000000000005,0,485,0,0,0,0.01076815973462299,0.4750337764910865,5067709422.01964,0.0,0,0.0,0.0,0.0,0.0,297,0,0.395083120782263,0.41552354781283873,0.498526237151159,0.13733136718287794,239.45454545454547,0.19
type=reactive_gate_rpm=20_seed=2,reactive_gate,20,reactive_gate,2,663,480,30,0.058823529411764705,0.20689655172413793,480,69.82187382122038,2229.4850206608235,4.377430831239328,600.0000000000005,0,595,0,0,0,0.022111935828390862,0.36550652274146034,3991719125.1337814,0.0,0,0.0,0.0,0.0,0.0,298,0,0.3878362180899821,0.4236697161490552,0.5289096708187646,0.19562766105157298,261.8181818181818,0.2
type=reactive_gate_rpm=20_seed=3,reactive_gate,20,reactive_gate,3,734,528,26,0.04693140794223827,0.14857142857142858,528,71.01145014515441,3617.673049228084,28.809368556813894,600.0000000000005,0,628,1,0,0,0.014383162221352474,0.44823132284401646,3880281593.7238026,0.0,0,0.0,0.0,0.0,0.0,351,2,0.3863800097769065,0.4107322558790827,0.6133954753059441,0.19198882689332358,288.0,0.24
type=reactive_gate_rpm=20_seed=4,reactive_gate,20,reactive_gate,4,688,533,26,0.046511627906976744,0.16149068322981366,533,52.1347081630654,2976.5919001050056,5.986069422414857,600.0000000000005,0,408,0,0,0,0.04567129097421914,0.4419478598202282,3770573630.1055427,0.0,0,0.0,0.0,0.0,0.0,272,5,0.46749981241467525,0.4993118574360878,0.5851730510716137,0.1283240106769391,290.72727272727275,0.19
type=reactive_gate_rpm=20_seed=5,reactive_gate,20,reactive_gate,5,903,638,56,0.08069164265129683,0.25806451612903225,638,54.92492275990611,3961.858993378024,18.07502749434506,600.0000000000005,0,1153,0,0,0,0.022497359929325174,0.168147612907007,5612895200.874449,0.0,0,0.0,0.0,0.0,0.0,396,0,0.32546037284628354,0.36702751813888795,0.7089028510424761,0.17312340807933724,348.0,0.38
type=reactive_gate_rpm=40_seed=1,reactive_gate,40,reactive_gate,1,586,435,18,0.039735099337748346,0.13178294573643412,435,76.73528946484112,3614.8392348964044,9.581079723388276,600.0000000000005,0,498,0,0,0,0.011822611686919846,0.4524178261206561,5100977763.480078,0.0,0,0.0,0.0,0.0,0.0,314,0,0.4097351602214276,0.43210333048302924,0.5187852005511849,0.15543283279350234,237.27272727272728,0.19
type=reactive_gate_rpm=40_seed=2,reactive_gate,40,reactive_gate,2,673,491,28,0.05394990366088632,0.1875,491,72.00693747692185,2773.670433622375,7.025449529133693,600.0000000000005,0,584,1,0,0,0.027925031686005266,0.32482236325697794,4131189982.0817165,0.0,0,0.0,0.0,0.0,0.0,289,0,0.39940328549875936,0.4322387979429221,0.5486158846194316,0.19379881227292037,267.8181818181818,0.2
type=reactive_gate_rpm=40_seed=3,reactive_gate,40,reactive_gate,3,742,534,27,0.0481283422459893,0.1534090909090909,534,63.26681011202959,3417.7038721038334,25.376478865027124,600.0000000000005,0,649,1,0,0,0.010386642484499808,0.46163800093422624,3649473082.761946,0.0,0,0.0,0.0,0.0,0.0,353,2,0.38904718943812505,0.417688589577321,0.6298618696216978,0.1718607712926538,291.2727272727273,0.23
type=reactive_gate_rpm=40_seed=4,reactive_gate,40,reactive_gate,4,708,554,25,0.04317789291882556,0.15723270440251572,554,48.40107193731569,3517.4684072299324,7.754955847370138,600.0000000000005,0,423,0,0,0,0.03234709595112861,0.42811782130788134,4534498163.301396,0.0,0,0.0,0.0,0.0,0.0,277,5,0.45745549924573203,0.4897303345251621,0.5636887870410839,0.1472476690299477,302.1818181818182,0.18
type=reactive_gate_rpm=40_seed=5,reactive_gate,40,reactive_gate,5,916,651,63,0.08823529411764706,0.27510917030567683,651,67.78097717189985,3851.2989428377887,22.266161543415603,600.0000000000005,0,1141,0,0,0,0.04253137642116289,0.15235295336890797,4810542291.091075,0.0,0,0.0,0.0,0.0,0.0,412,0,0.34407117812811827,0.3918753293087371,0.7412200711765087,0.2339483780320677,355.0909090909091,0.3
type=clairvoyant_rpm=10_seed=1,clairvoyant,10,clairvoyant,1,655,547,5,0.009057971014492754,0.03355704697986577,547,95.92443995250073,2608.7017147565944,0.26425519743053855,600.0000000000005,0,213,0,0,0,0.0034975894670690394,0.3855542453179848,3361193476.318349,57.0,19,0.0,0.0,0.0,0.0,294,2,0.509023708944197,0.5149844660168371,0.5511955934060153,0.23511546163038952,298.3636363636364,0.24
type=clairvoyant_rpm=10_seed=2,clairvoyant,10,clairvoyant,2,765,624,12,0.018867924528301886,0.0759493670886076,624,85.04373593009223,2270.1614218931154,14.762814142933811,600.0000000000005,0,337,1,0,0,0.02881745675760831,0.27728402160328014,3070504360.1962543,42.0,14,0.0,0.0,0.0,0.0,294,9,0.5042707279125089,0.5148526394233129,0.6094128960154429,0.3385359879857062,340.3636363636364,0.26
type=clairvoyant_rpm=10_seed=3,clairvoyant,10,clairvoyant,3,759,577,21,0.03511705685618729,0.11170212765957446,577,37.002270940171,3020.684685686317,2.030963378309468,600.0000000000005,0,442,0,0,0,0.02005649486602186,0.44428718394321587,4106712395.9914255,141.0,47,0.0,0.0,0.0,0.0,299,6,0.44104146487857937,0.46176029955578457,0.5361342929009648,0.22227859746019168,314.72727272727275,0.27
type=clairvoyant_rpm=10_seed=4,clairvoyant,10,clairvoyant,4,716,573,8,0.013769363166953529,0.05161290322580645,573,56.9100697222143,3408.656557157613,2.3241701418852867,600.0000000000005,0,260,0,0,0,0.008976412829319052,0.3069787914356333,3626486941.0158978,63.0,21,0.0,0.0,0.0,0.0,267,7,0.477974862219772,0.48956116420465745,0.5792156300343176,0.2047665373821832,312.54545454545456,0.25
type=clairvoyant_rpm=10_seed=5,clairvoyant,10,clairvoyant,5,929,675,43,0.05988857938718663,0.17757009345794392,675,26.520909341027618,3973.033502417295,3.852013740365304,600.0000000000005,0,895,0,0,0,0.03595440543385989,0.07258778321004825,6764761343.088213,38.99999999999997,13,0.0,0.0,0.0,0.0,364,4,0.3602545357952264,0.3910213404139074,0.5788834705832363,0.2682340727184776,368.1818181818182,0.4
type=clairvoyant_rpm=20_seed=1,clairvoyant,20,clairvoyant,1,719,624,3,0.004784688995215311,0.018633540372670808,624,90.13612188669526,1818.0294912504623,44.55428581226576,600.0000000000005,0,193,2,0,0,0.0014697520949684712,0.3508714505904117,1490868807.6574934,78.0,26,0.0,0.0,0.0,0.0,376,4,0.6527685547606139,0.6594521918400741,0.7402348743160775,0.2577822561390431,340.3636363636364,0.24
type=clairvoyant_rpm=20_seed=2,clairvoyant,20,clairvoyant,2,822,699,13,0.018258426966292134,0.0755813953488372,699,91.63893487088342,2125.3953969085164,42.49928853660965,600.0000000000005,0,316,1,0,0,0.009006715972352157,0.2633917748914991,1111407151.6335757,63.0,21,0.0,0.0,0.0,0.0,357,8,0.5848777806731404,0.6014344326573406,0.7593668165913947,0.3282050631425774,381.2727272727273,0.27
type=clairvoyant_rpm=20_seed=3,clairvoyant,20,clairvoyant,3,800,646,24,0.03582089552238806,0.11274509803921569,646,62.71110170686518,2415.4407524688872,65.28303264714525,600.0000000000005,0,442,1,0,0,0.01893150392579319,0.42742816419822194,1564430320.563023,168.0,56,0.0,0.0,0.0,0.0,381,7,0.552855144701143,0.5813143236869692,0.7270557610075111,0.23485387796052426,352.3636363636364,0.26
type=clairvoyant_rpm=20_seed=4,clairvoyant,20,clairvoyant,4,792,675,10,0.014598540145985401,0.05847953216374269,675,88.73995929975445,2026.5806819354846,73.84832364462905,600.0000000000005,0,262,4,0,0,0.014552081056954765,0.3599094339764258,851720704.9946324,69.0,23,0.0,0.0,0.0,0.0,342,6,0.6233223259344074,0.6359689109909248,0.7893414657876846,0.19575616644100605,368.1818181818182,0.26
type=clairvoyant_rpm=20_seed=5,clairvoyant,20,clairvoyant,5,1051,843,42,0.04745762711864407,0.16182572614107885,843,68.37083204793566,3427.914820693995,136.89961317981727,600.0000000000005,0,857,4,0,0,0.030084531459444005,0.0927613573719432,1157990047.8113112,35.99999999999997,12,0.0,0.0,0.0,0.0,486,4,0.5238184407732593,0.5624071330391724,0.9323509224375163,0.29848812085016013,459.8181818181818,0.4
type=clairvoyant_rpm=40_seed=1,clairvoyant,40,clairvoyant,1,720,628,5,0.007898894154818325,0.031055900621118012,628,96.53165504355843,1825.2454926102757,46.323748740278255,600.0000000000005,0,189,1,0,0,0.005370627740868162,0.35268469736950364,1289184459.9915183,78.0,26,0.0,0.0,0.0,0.0,389,3,0.6514322477282838,0.6595875629674731,0.7534520280246374,0.25227647178371115,342.54545454545456,0.24
type=clairvoyant_rpm=40_seed=2,clairvoyant,40,clairvoyant,2,818,684,14,0.02005730659025788,0.08383233532934131,684,85.7089368895862,1985.1220537311997,39.511899023431795,600.0000000000005,0,341,1,0,0,0.0070817306558164156,0.26324059431324404,1380141131.1118987,63.0,21,0.0,0.0,0.0,0.0,353,6,0.5695556135619945,0.5856589905199224,0.7578784743751619,0.3292176369546015,373.0909090909091,0.27
type=clairvoyant_rpm=40_seed=3,clairvoyant,40,clairvoyant,3,801,639,25,0.03765060240963856,0.11940298507462686,639,58.81821001267099,2531.152502771034,71.42583970422936,600.0000000000005,0,440,1,0,0,0.0062535338249869316,0.42384392381395386,1586320746.98868,168.0,56,0.0,0.0,0.0,0.0,384,7,0.5475780748231628,0.5788952584391855,0.7202798619123931,0.23628815358704214,348.54545454545456,0.25
type=clairvoyant_rpm=40_seed=4,clairvoyant,40,clairvoyant,4,788,675,9,0.013157894736842105,0.05142857142857143,675,92.83143161965609,2034.8815090370954,76.88767750069303,600.0000000000005,0,249,2,0,0,0.005916553499332331,0.3633121069763184,1338497601.9640152,72.0,24,0.0,0.0,0.0,0.0,341,6,0.6252090510407111,0.6380609791165217,0.763405110479798,0.21641136900128027,368.1818181818182,0.25
type=clairvoyant_rpm=40_seed=5,clairvoyant,40,clairvoyant,5,1041,832,52,0.058823529411764705,0.20078740157480315,832,62.9292019618041,2729.555404752685,115.42489205633741,600.0000000000005,0,852,1,0,0,0.03231463059701634,0.11103327503772913,1298263864.353898,38.99999999999997,13,0.0,0.0,0.0,0.0,477,2,0.5202960828737043,0.5684523773232718,0.9315767770574332,0.2920193480489673,453.8181818181818,0.37
