run,type,rate_per_min,policy,seed,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
type=uncoordinated_rate_per_min=2.0_seed=5,uncoordinated,2.0,uncoordinated,5,994,727,49,0.06314432989690721,0.23902439024390243,727,63.4434425661284,4141.704577708869,19.774124835196584,600.0000000000005,0,1203,1,0,0,0.01873001869109793,0.24894730221436323,3844862566.255714,0.0,0,0.0,0.0,0.0,0.0,303,4,0.34329731223501797,0.3783216780995425,0.7183804392887205,0.29895713362840104,396.54545454545456,0.31
type=reactive_gate_rate_per_min=0.5_seed=1,reactive_gate,0.5,reactive_gate,1,248,236,1,0.004219409282700422,0.015625,236,87.83645513022611,1074.0907402602177,0.0,600.0,0,28,0,0,0,0.007271198376511167,0.45358563527029155,3661665373.212404,0.0,0,0.0,0.0,0.0,0.0,134,61,0.8706345555997304,0.8797036655538942,0.22491021103664854,0.12841140555853653,128.72727272727272,0.07
type=reactive_gate_rate_per_min=0.5_seed=2,reactive_gate,0.5,reactive_gate,2,236,220,1,0.004524886877828055,0.022222222222222223,220,127.7395587628198,1132.3083367758427,1.0741069690375784,9.00331902144626,0,10,0,0,0,0.0014258235488268526,0.1629320083767703,2745598021.3113556,0.0,0,0.0,0.0,0.0,0.0,129,51,0.9095319901216451,0.9218229629611269,0.2748956057085276,0.10210282006043928,120.0,0.07
type=reactive_gate_rate_per_min=0.5_seed=3,reactive_gate,0.5,reactive_gate,3,272,258,1,0.003861003861003861,0.018518518518518517,258,62.50401963433251,1156.0833807074266,0.0,0.0,0,18,0,0,0,2.2840954985570134e-05,0.37017549227994767,3318128299.813943,0.0,0,0.0,0.0,0.0,0.0,98,58,0.907008876586227,0.9071597812734588,0.24834219777097905,0.13659983874905474,140.72727272727272,0.07
type=reactive_gate_rate_per_min=0.5_seed=4,reactive_gate,0.5,reactive_gate,4,264,252,1,0.003952569169960474,0.018518518518518517,252,37.7481642861344,1101.2250968881763,0.0,0.0,0,12,0,0,0,0.011930261610978089,0.3220357267997241,2679896035.1183186,0.0,0,0.0,0.0,0.0,0.0,107,65,0.9162746292150012,0.9201055329617397,0.21997017119512435,0.10984451946250427,137.45454545454547,0.06
type=reactive_gate_rate_per_min=0.5_seed=5,reactive_gate,0.5,reactive_gate,5,380,353,1,0.002824858757062147,0.0196078431372549,353,75.85213162429227,1372.7851856235764,0.0,600.0,0,19,0,0,0,0.00022448005458307877,0.35061407374840053,4567757514.543962,0.0,0,0.0,0.0,0.0,0.0,114,54,0.7981907902455699,0.8054470701568933,0.3033741809319153,0.18128570323878335,192.54545454545456,0.09
type=reactive_gate_rate_per_min=1.0_seed=1,reactive_gate,1.0,reactive_gate,1,387,353,2,0.005633802816901409,0.02127659574468085,353,133.79299915825504,2021.7116911039107,3.0151173625599323,600.0000000000005,0,59,0,0,0,0.003776217484296324,0.40509297911981235,4424504700.671736,0.0,0,0.0,0.0,0.0,0.0,196,73,0.7592500955502655,0.7691104864015678,0.3641217927633709,0.18913908224044187,192.54545454545456,0.11
type=reactive_gate_rate_per_min=1.0_seed=2,reactive_gate,1.0,reactive_gate,2,400,345,2,0.005763688760806916,0.027777777777777776,345,155.5918477190653,1430.5410701620724,19.02894964894247,600.0,0,40,1,0,0,0.0037400242917384435,0.26738783820056383,2650517830.359102,0.0,0,0.0,0.0,0.0,0.0,184,40,0.6503439560424935,0.6587899814456428,0.4376046648658055,0.21897597977481287,188.1818181818182,0.13
type=reactive_gate_rate_per_min=1.0_seed=3,reactive_gate,1.0,reactive_gate,3,441,376,7,0.018276762402088774,0.06521739130434782,376,97.34240174718639,1908.1480258312297,0.0,600.0,0,86,0,0,0,0.0054117822304385185,0.382707920414841,4364679300.285077,0.0,0,0.0,0.0,0.0,0.0,174,39,0.6342201173403031,0.6523026854167385,0.3958278349966007,0.2238535214842816,205.0909090909091,0.12
type=reactive_gate_rate_per_min=1.0_seed=4,reactive_gate,1.0,reactive_gate,4,447,414,3,0.007194244604316547,0.02040816326530612,414,55.59870396170993,1919.3107267351945,1.0571714147643727,600.0,0,44,0,0,0,0.010807246955543425,0.3985811179489509,4187274795.2058034,0.0,0,0.0,0.0,0.0,0.0,169,86,0.8138039401305962,0.8263687459589564,0.37737221277680655,0.19083039203226582,225.81818181818184,0.11
type=reactive_gate_rate_per_min=1.0_seed=5,reactive_gate,1.0,reactive_gate,5,603,524,7,0.013182674199623353,0.07368421052631578,524,78.95138231460442,2693.1718991548005,7.523920860521285,600.0000000000005,0,185,0,0,0,0.004085162822895994,0.33745203302887883,4770179046.969136,0.0,0,0.0,0.0,0.0,0.0,181,24,0.5547603930466217,0.5721970381190378,0.47915197731319614,0.2657400823745613,285.8181818181818,0.15
type=reactive_gate_rate_per_min=2.0_seed=1,reactive_gate,2.0,reactive_gate,1,616,492,7,0.014028056112224449,0.050359712230215826,492,177.65406354315678,2112.2835308586964,19.270821895753283,600.0000000000005,0,270,1,0,0,0.002067941954940711,0.35660116807734765,3693639531.6735096,0.0,0,0.0,0.0,0.0,0.0,274,32,0.5169424403679067,0.5288416224671106,0.6012413629524411,0.24266542988411247,268.3636363636364,0.2
type=reactive_gate_rate_per_min=2.0_seed=2,reactive_gate,2.0,reactive_gate,2,686,512,19,0.035781544256120526,0.13380281690140844,512,140.09881831050006,2630.4624959917787,12.2481946426507,600.0000000000005,0,443,3,0,0,0.009741370818828,0.3388566535705316,2996871230.5481787,0.0,0,0.0,0.0,0.0,0.0,247,23,0.4182289692475473,0.4412076848088159,0.5727869068367974,0.27822087316773353,279.2727272727273,0.21
type=reactive_gate_rate_per_min=2.0_seed=3,reactive_gate,2.0,reactive_gate,3,770,554,34,0.05782312925170068,0.19375,554,73.56534600754162,3081.950479156563,8.840636462053062,600.0000000000005,0,615,0,0,0,0.016124060354335907,0.4396904049251733,4587807695.295256,0.0,0,0.0,0.0,0.0,0.0,276,19,0.3947803496134008,0.4223087505545443,0.5561457757502914,0.24797747259072425,302.1818181818182,0.23
type=reactive_gate_rate_per_min=2.0_seed=4,reactive_gate,2.0,reactive_gate,4,695,558,10,0.017605633802816902,0.057692307692307696,558,98.94350870239168,1992.786087356778,2.452603770157498,600.0000000000005,0,238,0,0,0,0.013792805678159568,0.31851156789712776,5088354626.529724,0.0,0,0.0,0.0,0.0,0.0,224,19,0.492599331068832,0.5025339652916216,0.5252149844518907,0.2836978157274059,304.3636363636364,0.18
type=reactive_gate_rate_per_min=2.0_seed=5,reactive_gate,2.0,reactive_gate,5,992,725,51,0.06572164948453608,0.24519230769230768,725,59.5186619658125,4357.139391326038,20.033293791778526,600.0000000000005,0,1209,1,0,0,0.026587762490301564,0.2404824465969168,4067627402.1637144,0.0,0,0.0,0.0,0.0,0.0,313,4,0.34233315360184124,0.3772149102800458,0.7097142291949948,0.2984161451602247,395.4545454545455,0.33
type=clairvoyant_rate_per_min=0.5_seed=1,clairvoyant,0.5,clairvoyant,1,251,242,1,0.00411522633744856,0.015384615384615385,242,86.23316393126106,1091.595028502823,0.0,600.0,0,23,0,0,0,0.010161360094480478,0.45011132839660006,1899731431.7875974,327.0,109,0.0,0.0,0.0,0.0,136,64,0.9104014785561027,0.9198848272910621,0.22333154487988863,0.13034646283286905,132.0,0.07
type=clairvoyant_rate_per_min=0.5_seed=2,clairvoyant,0.5,clairvoyant,2,238,222,1,0.004484304932735426,0.022222222222222223,222,123.10270589703305,1129.2277648070892,0.0,7.8570411658047306,0,10,0,0,0,0.00205120238995717,0.16324206927856708,1198716542.5176077,384.0,128,0.0,0.0,0.0,0.0,129,51,0.9087257023876607,0.9210057794469535,0.27155153897144524,0.1017829337588931,121.0909090909091,0.07
type=clairvoyant_rate_per_min=0.5_seed=3,clairvoyant,0.5,clairvoyant,3,272,258,1,0.003861003861003861,0.018518518518518517,258,62.50401963433251,1142.6552252074268,0.0,0.0,0,18,0,0,0,2.943024303880672e-05,0.3706691182135564,1766859794.0963435,480.0,160,0.0,0.0,0.0,0.0,99,58,0.9068194431675093,0.907064725772548,0.2465055459482647,0.13629118739957635,140.72727272727272,0.07
type=clairvoyant_rate_per_min=0.5_seed=4,clairvoyant,0.5,clairvoyant,4,265,253,1,0.003937007874015748,0.018518518518518517,253,36.3826762589033,1239.7221346167526,0.0,0.0,0,12,0,0,0,0.01177745797092908,0.3195698327194209,1620706847.9254446,345.0,115,0.0,0.0,0.0,0.0,107,65,0.9172337278935756,0.9211603268480928,0.21722772223840975,0.11116213846977302,138.0,0.06
type=clairvoyant_rate_per_min=0.5_seed=5,clairvoyant,0.5,clairvoyant,5,398,375,1,0.0026595744680851063,0.019230769230769232,375,53.65103925751009,1365.1039108135494,0.0,85.48604690875163,0,19,0,0,0,0.00030127047882368813,0.3573776678117086,1962552955.175886,603.0000000000002,201,0.0,0.0,0.0,0.0,120,75,0.9102851960837204,0.9185605160481177,0.30808913553402617,0.18579750977276652,204.54545454545456,0.1
type=clairvoyant_rate_per_min=1.0_seed=1,clairvoyant,1.0,clairvoyant,1,406,382,1,0.0026109660574412533,0.00980392156862745,382,105.45151886948724,1267.9809208852723,0.0,600.0,0,33,0,0,0,0.003937082360139112,0.38872098776020636,2021199517.0992155,405.0,135,0.0,0.0,0.0,0.0,205,108,0.8957078983688795,0.9014866590035174,0.3864586833155271,0.21188269305201426,208.36363636363637,0.11
type=clairvoyant_rate_per_min=1.0_seed=2,clairvoyant,1.0,clairvoyant,2,420,376,2,0.005291005291005291,0.025,376,146.51424138241737,1392.5700347209922,40.52241875580374,600.0,0,26,0,0,0,0.0006975695607376157,0.250782850642201,902221504.2596215,369.0,123,0.0,0.0,0.0,0.0,196,47,0.8182671016423472,0.8288939471182218,0.48927929211182336,0.23784606563231334,205.0909090909091,0.14
type=clairvoyant_rate_per_min=1.0_seed=3,clairvoyant,1.0,clairvoyant,3,482,430,5,0.011494252873563218,0.04,430,103.29910790261283,1454.2239714223797,25.237234019388914,600.0,0,47,0,0,0,0.000804499056602138,0.39207445460190454,1544909619.726146,441.0,147,0.0,0.0,0.0,0.0,185,48,0.8118121812725702,0.8276290354860825,0.482985546875,0.23935648228028603,234.54545454545456,0.14
type=clairvoyant_rate_per_min=1.0_seed=4,clairvoyant,1.0,clairvoyant,4,460,427,3,0.0069767441860465115,0.02040816326530612,427,56.022677082896735,1880.9332039379813,0.34858229513669753,600.0,0,38,0,0,0,0.010267166620114057,0.3873205388819647,1823934135.1126719,528.0,176,0.0,0.0,0.0,0.0,174,106,0.8653038250086199,0.8790329838375023,0.391075454432142,0.20021495790860572,232.9090909090909,0.12
type=clairvoyant_rate_per_min=1.0_seed=5,clairvoyant,1.0,clairvoyant,5,682,612,3,0.004878048780487805,0.030303030303030304,612,85.41436733769297,2242.786053364792,68.0735883069951,600.0000000000005,0,88,2,0,0,0.0011620851801940548,0.31977558757921054,1412660484.7216275,300.0,100,0.0,0.0,0.0,0.0,192,46,0.7044177965329707,0.7145776685983499,0.6067114053920617,0.2872115124307833,333.8181818181818,0.19
type=clairvoyant_rate_per_min=2.0_seed=1,clairvoyant,2.0,clairvoyant,1,660,562,1,0.0017761989342806395,0.006211180124223602,562,141.44787510285278,1829.6085287210924,78.63808495107983,600.0,0,125,3,0,0,0.0027472303191819745,0.3322669993437274,1185639777.772142,309.0,103,0.0,0.0,0.0,0.0,310,70,0.6889096525352779,0.6905377224044308,0.7188509874020655,0.28384749655575003,306.54545454545456,0.24
type=clairvoyant_rate_per_min=2.0_seed=2,clairvoyant,2.0,clairvoyant,2,746,597,12,0.019704433497536946,0.0784313725490196,597,155.59184771906416,2193.5352406747293,108.74022701520695,600.0000000000005,0,326,1,0,0,0.006888254298243724,0.3042861996225606,582646479.8354912,138.0,46,0.0,0.0,0.0,0.0,268,39,0.5894495541692071,0.6026266739071477,0.7369143190640378,0.302026594220595,325.6363636363636,0.27
type=clairvoyant_rate_per_min=2.0_seed=3,clairvoyant,2.0,clairvoyant,3,858,690,26,0.036312849162011177,0.11979166666666667,690,79.67718544569539,2098.418791298344,45.70262977362702,600.0000000000005,0,411,4,0,0,0.011515672574153637,0.40271463377221917,1476522064.1079478,270.0,90,0.0,0.0,0.0,0.0,276,28,0.5527007130109194,0.5802355599744186,0.702971704598064,0.29590036593973434,376.3636363636364,0.28
type=clairvoyant_rate_per_min=2.0_seed=4,clairvoyant,2.0,clairvoyant,4,776,672,6,0.008849557522123894,0.028409090909090908,672,101.3722264212281,1844.3079934073085,23.126900060496393,600.0000000000005,0,141,0,0,0,0.013571413301528824,0.32800760909934634,1640959416.8346696,189.0,63,0.0,0.0,0.0,0.0,259,51,0.7069082171259965,0.7138935397332671,0.7107936639957265,0.3274839329627045,366.54545454545456,0.22
type=clairvoyant_rate_per_min=2.0_seed=5,clairvoyant,2.0,clairvoyant,5,1032,806,51,0.059509918319719954,0.20164609053497942,806,83.363245304585,3293.5076150039417,111.27993927663643,600.0000000000005,0,1008,3,0,0,0.0295759135809586,0.29860881415231627,945867731.8834198,77.99999999999997,26,0.0,0.0,0.0,0.0,359,7,0.47606448772134746,0.5206695528175626,0.8703328775778619,0.3279045158195711,439.6363636363636,0.37
